results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
11	aminophylline	0.73	0.2	1.88	0.83	4	1700	28438	8834197	11	aminophylline	asthma	0	0	1.75	0.28	0	363	600	102455	11	aminophylline	asthma	12	75.3	0	0	15.29	1	0	41	109	17423	11	aminophylline	asthma	0	0	34.13	1	0	30	26	6349	11	aminophylline	asthma	0	0	30.33	1	0	21	96	14903	11	aminophylline	asthma	-11.29	1.2497274217939e-05	332.46	0.97	-0.02	0	0	-0.54	0.22	0.02
12	sulfur	0.64	0.02	3.56	1	1	489	28441	8835408	12	sulfur	acne	1.04	0.03	6.11	0.62	1	49	666	34064	12	sulfur	acne	14	40.3	0	0	71.3	1	0	7	29	2852	12	sulfur	acne	0	0	381.31	1	0	3	8	1148	12	sulfur	acne	0	0	86.45	1	0	6	26	2526	12	sulfur	acne	-11.86	7.06752648464835e-06	797.8	0.99	-0.01	0.01	0.57	-0.43	0.41	0.29
13	methyltestosterone	6.9	2.75	14.4	9.7e-05	7	315	28435	8835582	13	methyltestosterone	hormone replacement therapy	4.34	0.11	25.53	0.21	1	55	170	40579	13	methyltestosterone	hormone replacement therapy	40.8	73.1	0	0	177.03	1	0	8	11	2929	13	methyltestosterone	hormone replacement therapy	0	0	1891.84	1	0	4	2	1234	13	methyltestosterone	hormone replacement therapy	0	0	193.86	1	0	6	11	2243	13	methyltestosterone	hormone replacement therapy	-11.88	6.92758008381266e-06	1234.92	0.99	-0.01	0.02	0.55	-1.13	0.77	0.14
14	vasopressin tannate	0	0	181.92	1	0	8	28442	8835889	14	vasopressin tannate	systemic candida	0	0	6270.72	1	0	4	1	712	14	vasopressin tannate	systemic candida	NA	NA	0	0	Inf	1	0	0	0	0	14	vasopressin tannate	systemic candida	0	0	Inf	1	0	0	0	60	14	vasopressin tannate	systemic candida	0	0	Inf	1	0	0	0	47	14	vasopressin tannate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15	ergocalciferol	1.21	1.11	1.32	1.5e-05	551	141717	27891	8694180	15	ergocalciferol	osteoporosis	0.9	0.68	1.19	0.5	57	16659	565	149207	15	ergocalciferol	osteoporosis	34	85.1	1.77	0.67	3.97	0.19	7	2221	45	25323	15	ergocalciferol	osteoporosis	6.02	0.1	116.07	0.21	1	227	2	2736	15	ergocalciferol	osteoporosis	1.41	0.49	3.3	0.45	6	2169	50	25530	15	ergocalciferol	osteoporosis	0.43	1.53725752354828	0.4	0.28	-0.02	0.01	0.02	-0.78	0.6	0.19
16	menadiol sodium diphosphate	0	0	1675.66	1	0	2	28442	8835895	16	menadiol sodium diphosphate	cystic fibrosis	0	0	16384	1	0	1	12	10017	16	menadiol sodium diphosphate	cystic fibrosis	22.1	44	0	0	Inf	1	0	0	5	1841	16	menadiol sodium diphosphate	cystic fibrosis	0	0	Inf	1	0	0	0	2069	16	menadiol sodium diphosphate	cystic fibrosis	0	0	Inf	1	0	0	6	2432	16	menadiol sodium diphosphate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17	estrone	2.2	0.8	4.81	0.06	6	848	28436	8835049	17	estrone	hormone replacement therapy	0	0	4.87	1	0	183	171	40451	17	estrone	hormone replacement therapy	40.8	73.1	0	0	682.44	1	0	3	11	2934	17	estrone	hormone replacement therapy	0	0	Inf	1	0	0	2	1238	17	estrone	hormone replacement therapy	0	0	528.24	1	0	3	11	2246	17	estrone	hormone replacement therapy	-11.19	1.38116240208827e-05	1384.49	0.99	-0.01	0.02	0.55	-1.13	0.77	0.14
18	diethylstilbestrol	9.71	2.61	25.49	0.00092	4	128	28438	8835769	18	diethylstilbestrol	prostate cancer	70.86	17.95	205.14	5.8e-07	4	49	53	46089	18	diethylstilbestrol	prostate cancer	62.4	91.3	0	0	4.5036e+15	1	0	1	5	12756	18	diethylstilbestrol	prostate cancer	0	0	4.5036e+15	1	0	1	7	14782	18	diethylstilbestrol	prostate cancer	0	0	Inf	1	0	0	0	51	18	diethylstilbestrol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19	sulfadiazine	0.51	0.06	1.83	0.45	2	1228	28440	8834669	19	sulfadiazine	hiv infection	0	0	28.78	1	0	129	61	58701	19	sulfadiazine	hiv infection	24	57.2	0	0	406.1	1	0	7	13	6898	19	sulfadiazine	hiv infection	0	0	289.91	1	0	8	13	5803	19	sulfadiazine	hiv infection	0	0	4120.81	1	0	3	3	3473	19	sulfadiazine	hiv infection	-11.39	1.13080013358472e-05	1170.21	0.99	-0.02	0.02	0.23	1.11	0.65	0.09
20	sulfadiazine sodium	0	0	744.01	1	0	3	28442	8835894	20	sulfadiazine sodium	anaemia	0	0	13315.93	1	0	1	46	19831	20	sulfadiazine sodium	anaemia	18.5	61.4	0	0	Inf	1	0	0	4	1844	20	sulfadiazine sodium	anaemia	0	0	Inf	1	0	0	2	1870	20	sulfadiazine sodium	anaemia	0	0	16384	1	0	1	4	2785	20	sulfadiazine sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21	alcohol	2.95	2.38	3.61	5.7e-19	94	9932	28348	8825965	21	alcohol	depression	1.67	1.05	2.52	0.021	23	816	3430	202887	21	alcohol	depression	19.1	70	3.37	0.67	10.56	0.067	3	45	561	28391	21	alcohol	depression	0	0	13.44	1	0	23	143	10918	21	alcohol	depression	4.94	0.96	15.86	0.027	3	32	485	25535	21	alcohol	depression	0.98	2.66445624192942	0.6	0.1	-0.02	0	0	-0.42	0.1	0
22	dextrose	0.08	0.05	0.13	2.5e-73	19	71955	28423	8763942	22	dextrose	peritoneal dialysis	1.21	0.49	3.03	0.68	12	55760	11	61937	22	dextrose	peritoneal dialysis	38.9	79.4	Inf	0	Inf	1	1	14527	0	812	22	dextrose	peritoneal dialysis	Inf	0.01	Inf	1	2	9499	0	634	22	dextrose	peritoneal dialysis	Inf	0	Inf	1	1	8530	0	416	22	dextrose	peritoneal dialysis	13.89	1077333.96900865	1480.24	0.99	-0.01	0.03	0.87	0.6	1.23	0.63
23	estrogens	1.59	1.44	1.76	1.2e-18	420	82259	28022	8753638	23	estrogens	hormone replacement therapy	0.47	0.35	0.65	2.1e-06	90	28495	81	12139	23	estrogens	hormone replacement therapy	40.8	73.1	0.47	0.01	3.34	0.7	1	512	10	2425	23	estrogens	hormone replacement therapy	0	0	Inf	1	0	0	2	1238	23	estrogens	hormone replacement therapy	0.24	0.01	1.7	0.19	1	659	10	1590	23	estrogens	hormone replacement therapy	-1.38	0.251578553059757	1.06	0.19	-0.01	0.02	0.73	-1.36	0.78	0.08
24	meperidine	3.33	2.6	4.2	1.5e-17	72	6724	28370	8829173	24	meperidine	pain	4.18	2.81	6	1.5e-10	31	1156	1248	194518	24	meperidine	pain	24.5	74.3	0	0	4.69	1	0	139	195	33703	24	meperidine	pain	0	0	19.31	1	0	61	52	15568	24	meperidine	pain	0	0	6.82	1	0	92	165	27190	24	meperidine	pain	-12.35	4.32975326609298e-06	316	0.97	-0.02	0	0	-0.57	0.16	0
25	homatropine methylbromide	4.38	1.75	9.09	0.0014	7	497	28435	8835400	25	homatropine methylbromide	cough	0	0	7.53	1	0	121	61	14409	25	homatropine methylbromide	cough	26	86.6	0	0	42.33	1	0	28	13	3420	25	homatropine methylbromide	cough	0	0	116.5	1	0	16	5	1596	25	homatropine methylbromide	cough	0	0	103.62	1	0	12	10	2461	25	homatropine methylbromide	cough	-12.89	2.52315614902625e-06	1231.15	0.99	0	0.01	0.83	-0.26	0.55	0.63
26	hydrocodone bitartrate	2.9	2.72	3.09	1.9e-171	973	106648	27469	8729249	26	hydrocodone bitartrate	pain	2.19	1.91	2.5	2.1e-26	277	21951	1002	173723	26	hydrocodone bitartrate	pain	24.5	74.3	1.55	1.02	2.28	0.03	32	3806	163	30036	26	hydrocodone bitartrate	pain	1.65	0.67	3.56	0.24	8	1550	44	14079	26	hydrocodone bitartrate	pain	1.52	0.96	2.33	0.06	26	2988	139	24294	26	hydrocodone bitartrate	pain	0.44	1.55270721851134	0.19	0.02	-0.02	0	0	-0.57	0.16	0
27	ethinyl estradiol	2.32	2.18	2.47	2.4e-117	997	136227	27445	8699670	27	ethinyl estradiol	contraception	2.05	1.79	2.35	1.1e-25	439	51804	429	103963	27	ethinyl estradiol	contraception	19	43	2.38	1.55	3.59	8.2e-05	33	3390	91	22282	27	ethinyl estradiol	contraception	0	0	Inf	1	0	5	0	17	27	ethinyl estradiol	contraception	2.65	1.79	3.87	1.8e-06	40	4022	100	26682	27	ethinyl estradiol	contraception	0.98	2.66445624192942	0.19	0	0.01	0.01	0.4	-10.24	306.4	0.97
28	iophendylate	0	0	215.33	1	0	7	28442	8835890	28	iophendylate	nuclear magnetic resonance imaging	0	0	4577.09	1	0	2	10	7657	28	iophendylate	nuclear magnetic resonance imaging	31.9	51.7	0	0	Inf	1	0	0	1	272	28	iophendylate	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	1	256	28	iophendylate	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	2	559	28	iophendylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29	methamphetamine	0.23	0.03	0.83	0.016	2	2722	28440	8833175	29	methamphetamine	drug abuse	0	0	12	1	0	64	25	4704	29	methamphetamine	drug abuse	33	51.7	0	0	492.87	1	0	3	3	445	29	methamphetamine	drug abuse	0	0	414.2	1	0	8	2	594	29	methamphetamine	drug abuse	0	0	383.97	1	0	5	3	675	29	methamphetamine	drug abuse	-12.9	2.49805032586663e-06	1805.87	0.99	0.01	0.03	0.63	-0.23	0.92	0.8
30	dicumarol	0	0	39.29	1	0	31	28442	8835866	30	dicumarol	pulmonary hypertension	0	0	674.95	1	0	7	45	42730	30	dicumarol	pulmonary hypertension	32.6	76.3	0	0	Inf	1	0	0	22	14879	30	dicumarol	pulmonary hypertension	0	0	Inf	1	0	0	7	4839	30	dicumarol	pulmonary hypertension	0	0	Inf	1	0	0	19	14511	30	dicumarol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31	aminohippurate sodium	0	0	157.75	1	0	9	28442	8835888	31	aminohippurate sodium	renal transplant	0	0	7219.14	1	0	2	17	21704	31	aminohippurate sodium	renal transplant	35.8	49.9	0	0	Inf	1	0	0	2	802	31	aminohippurate sodium	renal transplant	0	0	Inf	1	0	0	0	2285	31	aminohippurate sodium	renal transplant	0	0	Inf	1	0	0	4	1510	31	aminohippurate sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32	mannitol	0.19	0.02	0.68	0.0031	2	3325	28440	8832572	32	mannitol	prophylaxis	0	0	5.6	1	0	330	211	104289	32	mannitol	prophylaxis	19.5	73.3	0	0	33.47	1	0	90	27	20197	32	mannitol	prophylaxis	0	0	120.4	1	0	68	8	13734	32	mannitol	prophylaxis	0	0	69.33	1	0	38	23	14499	32	mannitol	prophylaxis	-11.74	7.96861385989486e-06	619.44	0.98	-0.02	0.01	0.01	-0.95	0.41	0.02
33	tubocurarine chloride	0	0	467.48	1	0	4	28442	8835893	33	tubocurarine chloride	anaesthesia	0	0	322.82	1	0	4	32	6628	33	tubocurarine chloride	anaesthesia	64	64	0	0	Inf	1	0	0	0	0	33	tubocurarine chloride	anaesthesia	0	0	Inf	1	0	0	0	388	33	tubocurarine chloride	anaesthesia	0	0	Inf	1	0	0	1	494	33	tubocurarine chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	triple sulfa\>	0	0	93.71	1	0	14	28442	8835883	35	triple sulfa\>	antibacterial prophylaxis	0	0	664.7	1	0	1	9	154	35	triple sulfa\>	antibacterial prophylaxis	NA	NA	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	antibacterial prophylaxis	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	antibacterial prophylaxis	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36	sulfacetamide	1.75	0.36	5.14	0.25	3	533	28439	8835364	36	sulfacetamide	acne	0.79	0.02	4.55	1	1	65	666	34048	36	sulfacetamide	acne	14	40.3	7.8	0.18	55.41	0.13	1	13	28	2846	36	sulfacetamide	acne	0	0	181.15	1	0	5	8	1146	36	sulfacetamide	acne	7.73	0.18	55.35	0.13	1	13	25	2519	36	sulfacetamide	acne	1.82	6.17185844988355	1.04	0.08	-0.01	0.01	0.55	-0.43	0.41	0.3
38	nitrofurazone	0	0	93.71	1	0	14	28442	8835883	38	nitrofurazone	pain	0	0	231.84	1	0	4	1279	195670	38	nitrofurazone	pain	24.5	74.3	0	0	Inf	1	0	0	195	33842	38	nitrofurazone	pain	0	0	Inf	1	0	0	52	15629	38	nitrofurazone	pain	0	0	Inf	1	0	0	165	27282	38	nitrofurazone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39	diphenhydramine	1.28	1.14	1.44	2.7e-05	307	74450	28135	8761447	39	diphenhydramine	premedication	1	0.59	1.66	1	26	10714	44	18075	39	diphenhydramine	premedication	28.4	73.1	0.97	0.33	2.74	1	8	2295	10	2789	39	diphenhydramine	premedication	0.82	0.01	15.72	1	1	1080	2	1766	39	diphenhydramine	premedication	0.72	0.23	2.11	0.63	7	2011	10	2080	39	diphenhydramine	premedication	-0.32	0.726149037073691	0.46	0.49	-0.01	0.01	0.59	-1.42	0.63	0.02
40	trimethadione	8.63	0.21	51.31	0.11	1	36	28441	8835861	40	trimethadione	epilepsy	0	0	118.92	1	0	13	128	45925	40	trimethadione	epilepsy	23.1	63.2	0	0	916.61	1	0	2	24	4045	40	trimethadione	epilepsy	0	0	10597.14	1	0	1	11	3581	40	trimethadione	epilepsy	0	0	396.19	1	0	4	17	4219	40	trimethadione	epilepsy	-9.88	5.11882778691264e-05	650.19	0.99	0	0.01	0.55	-0.27	0.39	0.48
41	folic acid	0.75	0.67	0.83	3.4e-08	329	136540	28113	8699357	41	folic acid	rheumatoid arthritis	1.13	0.85	1.47	0.36	63	48643	476	414605	41	folic acid	rheumatoid arthritis	25.2	73	0.99	0.5	1.79	1	12	10161	125	104508	41	folic acid	rheumatoid arthritis	0	0	2.97	0.63	0	2194	15	23362	41	folic acid	rheumatoid arthritis	1.13	0.6	1.97	0.66	14	9748	126	99087	41	folic acid	rheumatoid arthritis	0.04	1.04081077419239	0.28	0.9	-0.02	0.01	0	-0.74	0.27	0.01
42	tripelennamine	0	0	111.45	1	0	12	28442	8835885	42	tripelennamine	drug abuse	0	0	299.54	1	0	4	25	4764	42	tripelennamine	drug abuse	33	51.7	0	0	Inf	1	0	0	3	448	42	tripelennamine	drug abuse	0	0	Inf	1	0	0	2	602	42	tripelennamine	drug abuse	0	0	Inf	1	0	0	3	680	42	tripelennamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
43	tripelennamine citrate	0	0	10187.45	1	0	1	28442	8835896	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	NA	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
44	dihydroergotamine mesylate	2.43	1.05	4.82	0.02	8	1021	28434	8834876	44	dihydroergotamine mesylate	migraine	2.97	0.8	7.81	0.05	4	177	316	41535	44	dihydroergotamine mesylate	migraine	20	63.6	0	0	20.36	1	0	24	58	6904	44	dihydroergotamine mesylate	migraine	0	0	398.86	1	0	4	5	1072	44	dihydroergotamine mesylate	migraine	0	0	19.35	1	0	24	65	7377	44	dihydroergotamine mesylate	migraine	-11.84	7.21029999031283e-06	451.19	0.98	-0.02	0.01	0.01	-0.67	0.47	0.15
45	protein hydrolysate	0	0	138.74	1	0	10	28442	8835887	45	protein hydrolysate	rheumatoid arthritis	0	0	4975.83	1	0	2	539	463246	45	protein hydrolysate	rheumatoid arthritis	25.2	73	0	0	Inf	1	0	0	137	114669	45	protein hydrolysate	rheumatoid arthritis	0	0	Inf	1	0	0	15	25556	45	protein hydrolysate	rheumatoid arthritis	0	0	Inf	1	0	0	140	108835	45	protein hydrolysate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46	dimercaprol	0	0	338.51	1	0	5	28442	8835892	46	dimercaprol	status epilepticus	0	0	16384	1	0	1	3	1844	46	dimercaprol	status epilepticus	NA	NA	0	0	Inf	1	0	0	0	0	46	dimercaprol	status epilepticus	0	0	Inf	1	0	1	0	204	46	dimercaprol	status epilepticus	0	0	Inf	1	0	0	0	246	46	dimercaprol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47	sulfacetamide sodium	1.39	0.29	4.07	0.48	3	672	28439	8835225	47	sulfacetamide sodium	acne	0.91	0.02	5.32	1	1	56	666	34057	47	sulfacetamide sodium	acne	14	40.3	9.22	0.21	67.62	0.11	1	11	28	2848	47	sulfacetamide sodium	acne	0	0	141.78	1	0	6	8	1145	47	sulfacetamide sodium	acne	9.14	0.2	67.54	0.12	1	11	25	2521	47	sulfacetamide sodium	acne	1.94	6.95875097063727	1.05	0.06	-0.01	0.01	0.53	-0.45	0.41	0.28
48	sodium tetradecyl	0	0	12.05	1	0	97	28442	8835800	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	18	0	20	48	sodium tetradecyl	spider vein	NA	NA	0	0	Inf	1	0	0	0	0	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	0	0	1	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	0	0	1	48	sodium tetradecyl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	chloroquine phosphate	2.45	0.89	5.35	0.039	6	762	28436	8835135	49	chloroquine phosphate	rheumatoid arthritis	0	0	10.09	1	0	317	539	462931	49	chloroquine phosphate	rheumatoid arthritis	25.2	73	0	0	253.98	1	0	14	137	114655	49	chloroquine phosphate	rheumatoid arthritis	0	0	8192	1	0	2	15	25554	49	chloroquine phosphate	rheumatoid arthritis	0	0	256.67	1	0	13	140	108822	49	chloroquine phosphate	rheumatoid arthritis	-9.02	0.00012096612623881	372.83	0.98	-0.02	0.01	0	-0.74	0.27	0.01
50	chloroquine	0.95	0.35	2.08	1	6	1954	28436	8833943	50	chloroquine	rheumatoid arthritis	0	0	3.43	0.63	0	928	539	462320	50	chloroquine	rheumatoid arthritis	25.2	73	0	0	18.8	1	0	168	137	114501	50	chloroquine	rheumatoid arthritis	0	0	314.95	1	0	24	15	25532	50	chloroquine	rheumatoid arthritis	0	0	17.05	1	0	172	140	108663	50	chloroquine	rheumatoid arthritis	-10.93	1.79127107383985e-05	279.71	0.97	-0.02	0.01	0	-0.74	0.27	0.01
51	mephenytoin	0	0	36.78	1	0	33	28442	8835864	51	mephenytoin	epilepsy	0	0	101.38	1	0	15	128	45923	51	mephenytoin	epilepsy	23.1	63.2	0	0	Inf	1	0	0	24	4047	51	mephenytoin	epilepsy	0	0	Inf	1	0	0	11	3582	51	mephenytoin	epilepsy	0	0	8414.45	1	0	1	17	4222	51	mephenytoin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
52	ferrous	0.82	0.67	1	0.047	102	38625	28340	8797272	52	ferrous	hypertension	0.77	0.35	1.47	0.55	9	3291	1139	320069	52	ferrous	hypertension	37	82.3	0.46	0.01	2.61	0.73	1	856	158	62228	52	ferrous	hypertension	0	0	6.34	1	0	399	48	31533	52	ferrous	hypertension	0.5	0.01	2.87	1	1	614	129	39948	52	ferrous	hypertension	-0.95	0.386741023454501	1	0.34	-0.02	0	0	-0.78	0.17	0
53	methylergonovine maleate	0.86	0.1	3.12	1	2	721	28440	8835176	53	methylergonovine maleate	foetal exposure during pregnancy	0	0	Inf	1	0	4	0	2846	53	methylergonovine maleate	foetal exposure during pregnancy	NA	NA	0	0	Inf	1	0	0	0	0	53	methylergonovine maleate	foetal exposure during pregnancy	0	0	Inf	1	0	0	0	65	53	methylergonovine maleate	foetal exposure during pregnancy	0	0	Inf	1	0	0	0	39	53	methylergonovine maleate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
