results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
11	aminophylline	2.29	1.25	3.85	0.006478168	14	1690	31939	8830696	11	aminophylline	asthma	6.14	2.43	12.92	0.000208241	7	356	329	102726	11	aminophylline	asthma	36	85	0	0	57.46	1	0	40	30	16838	11	aminophylline	asthma	0	0	130.12	1	0	30	8	6367	11	aminophylline	asthma	0	0	112.84	1	0	21	27	14972	11	aminophylline	asthma	-11.02	1.63709849565652e-05	550.38	0.9840297	0.01	0.01	0.1607393	-0.33	0.4	0.4147307	8214258
12	sulfur	3.43	1.25	7.52	0.009381879	6	484	31947	8831902	12	sulfur	acne	7.11	1.41	22.26	0.01026772	3	47	309	34421	12	sulfur	acne	19.6	46.1	0	0	189.67	1	0	4	16	1879	12	sulfur	acne	0	0	2470.7	1	0	3	2	1154	12	sulfur	acne	0	0	145.48	1	0	6	16	2536	12	sulfur	acne	-11.28	1.26228739119259e-05	768.11	0.9882831	0.03	0.01	0.009851225	-1.08	0.76	0.1515237	837178
13	methyltestosterone	1.73	0.21	6.29	0.3232318	2	320	31951	8832066	13	methyltestosterone	hormone replacement therapy	0	0	48.44	1	0	56	59	40690	13	methyltestosterone	hormone replacement therapy	45.2	60.7	0	0	12712.49	1	0	4	1	1626	13	methyltestosterone	hormone replacement therapy	0	0	Inf	1	0	4	0	1236	13	methyltestosterone	hormone replacement therapy	0	0	1042.96	1	0	6	3	2251	13	methyltestosterone	hormone replacement therapy	-16.09	1.02849405615877e-07	23301.92	0.999449	-0.04	0.04	0.3460114	-16.96	2228.16	0.9939275	835008
14	vasopressin tannate	0	0	162.27	1	0	8	31953	8832378	14	vasopressin tannate	systemic candida	0	0	351.85	1	0	4	4	709	14	vasopressin tannate	systemic candida	NA	NA	0	0	Inf	1	0	0	0	0	14	vasopressin tannate	systemic candida	0	0	Inf	1	0	0	0	60	14	vasopressin tannate	systemic candida	0	0	Inf	1	0	0	0	47	14	vasopressin tannate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15	ergocalciferol	1.19	1.09	1.29	4.908552e-05	606	141662	31347	8690724	15	ergocalciferol	osteoporosis	1.12	0.94	1.34	0.1923295	143	16573	1143	148629	15	ergocalciferol	osteoporosis	52.6	86.4	0.7	0.28	1.5	0.5001219	7	2110	115	24389	15	ergocalciferol	osteoporosis	0	0	10.24	1	0	228	6	2732	15	ergocalciferol	osteoporosis	0.65	0.26	1.39	0.3319667	7	2168	126	25454	15	ergocalciferol	osteoporosis	-0.47	0.625002268282701	0.39	0.2229995	0	0.01	0.9625611	-0.87	0.42	0.03810998	8307218
16	menadiol sodium diphosphate	0	0	1481.07	1	0	2	31953	8832384	16	menadiol sodium diphosphate	cystic fibrosis	0	0	4.5036e+15	1	0	1	11	10018	16	menadiol sodium diphosphate	cystic fibrosis	10.6	38.5	0	0	Inf	1	0	0	1	3252	16	menadiol sodium diphosphate	cystic fibrosis	0	0	Inf	1	0	0	1	2068	16	menadiol sodium diphosphate	cystic fibrosis	0	0	Inf	1	0	0	2	2436	16	menadiol sodium diphosphate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17	estrone	0.97	0.2	2.86	1	3	851	31950	8831535	17	estrone	hormone replacement therapy	0	0	14.44	1	0	183	59	40563	17	estrone	hormone replacement therapy	45.2	60.7	0	0	4.5036e+15	1	0	1	1	1629	17	estrone	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	17	estrone	hormone replacement therapy	0	0	2529.55	1	0	3	3	2254	17	estrone	hormone replacement therapy	-16.71	5.53272656609796e-08	45631.31	0.9997078	-0.04	0.04	0.3455661	-16.96	2229.15	0.9939289	835008
18	diethylstilbestrol	2.11	0.05	11.97	0.3791584	1	131	31952	8832255	18	diethylstilbestrol	prostate cancer	0	0	18.8	1	0	53	178	45964	18	diethylstilbestrol	prostate cancer	61	90	0	0	12498.71	1	0	1	32	12743	18	diethylstilbestrol	prostate cancer	0	0	12789.6	1	0	1	36	14753	18	diethylstilbestrol	prostate cancer	0	0	Inf	1	0	0	1	50	18	diethylstilbestrol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19	sulfadiazine	9.06	6.41	12.47	6.66164e-24	39	1191	31914	8831195	19	sulfadiazine	hiv infection	0	0	4.09	1	0	129	416	58346	19	sulfadiazine	hiv infection	42	57.3	0	0	4.5036e+15	1	0	4	1	3567	19	sulfadiazine	hiv infection	0	0	16384	1	0	8	1	5815	19	sulfadiazine	hiv infection	0	0	7169.19	1	0	3	2	3474	19	sulfadiazine	hiv infection	-10.17	3.83023234165555e-05	1885.24	0.9956954	0.04	0.04	0.3027778	-1.58	1.27	0.2142335	893038
20	sulfadiazine sodium	0	0	655.93	1	0	3	31953	8832383	20	sulfadiazine sodium	anaemia	0	0	4661.78	1	0	1	153	19724	20	sulfadiazine sodium	anaemia	6.8	89	0	0	8842.04	1	0	1	17	4471	20	sulfadiazine sodium	anaemia	0	0	Inf	1	0	0	4	1868	20	sulfadiazine sodium	anaemia	0	0	6899.57	1	0	1	14	2775	20	sulfadiazine sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21	alcohol	2.17	1.71	2.71	1.080352e-09	78	9948	31875	8822438	21	alcohol	depression	1.21	0.55	2.31	0.5762479	9	830	1834	204483	21	alcohol	depression	0	84.6	0	0	18.25	1	0	56	136	35980	21	alcohol	depression	0	0	75.57	1	0	23	27	11034	21	alcohol	depression	0	0	24.98	1	0	35	117	25903	21	alcohol	depression	-11.1	1.5112323819855e-05	311.94	0.9716093	-0.01	0	0.001644481	-0.64	0.21	0.002929718	8371398
22	dextrose	0.17	0.12	0.23	9.473345e-62	44	71930	31909	8760456	22	dextrose	peritoneal dialysis	0.12	0.04	0.29	5.506571e-09	5	55767	48	61900	22	dextrose	peritoneal dialysis	52.5	62.6	Inf	0	Inf	1	1	4309	0	231	22	dextrose	peritoneal dialysis	Inf	0	Inf	1	1	9500	0	634	22	dextrose	peritoneal dialysis	Inf	0.01	Inf	1	2	8529	0	416	22	dextrose	peritoneal dialysis	14.78	2623447.89227478	2428.37	0.9951454	-0.01	0.03	0.8673266	-0.79	1.23	0.5224199	8190828
23	estrogens	1.13	1.01	1.26	0.02474896	337	82342	31616	8750044	23	estrogens	hormone replacement therapy	0.2	0.11	0.36	2.954535e-09	19	28566	40	12180	23	estrogens	hormone replacement therapy	45.2	60.7	0	0	217.79	1	0	247	1	1383	23	estrogens	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	23	estrogens	hormone replacement therapy	1.21	0.02	23.33	1	1	659	2	1598	23	estrogens	hormone replacement therapy	0.38	1.46228458943422	1.24	0.7581454	-0.04	0.04	0.3208587	-16.85	2226.57	0.9939627	835008
24	meperidine	3.3	2.61	4.11	4.702443e-19	80	6716	31873	8825670	24	meperidine	pain	2.88	1.83	4.32	9.165268e-06	24	1163	1395	194371	24	meperidine	pain	28.6	81.4	7.37	1.48	22.53	0.00898202	3	129	118	37395	24	meperidine	pain	0	0	26.08	1	0	61	39	15581	24	meperidine	pain	9.88	1.96	30.71	0.004157859	3	89	93	27262	24	meperidine	pain	1.91	6.75308879853129	0.59	0.0012338	0	0.01	0.370874	-0.35	0.19	0.06551547	8431288
25	homatropine methylbromide	5.6	2.67	10.38	1.971089e-05	10	494	31943	8831892	25	homatropine methylbromide	cough	1.19	0.03	6.88	0.5735911	1	120	101	14369	25	homatropine methylbromide	cough	45.6	76.2	0	0	284.96	1	0	21	3	2400	25	homatropine methylbromide	cough	0	0	3678.21	1	0	16	1	1600	25	homatropine methylbromide	cough	0	0	337.08	1	0	12	4	2467	25	homatropine methylbromide	cough	-12.78	2.81654387750147e-06	2008.03	0.9949211	0.02	0.02	0.496473	-0.94	1.12	0.400577	841008
26	hydrocodone bitartrate	2.5	2.34	2.67	3.913042e-130	949	106672	31004	8725714	26	hydrocodone bitartrate	pain	1.99	1.74	2.27	6.259482e-22	285	21943	1134	173591	26	hydrocodone bitartrate	pain	28.6	81.4	1.05	0.56	1.84	0.8842234	14	4153	107	33371	26	hydrocodone bitartrate	pain	1.33	0.41	3.44	0.5866647	5	1553	34	14089	26	hydrocodone bitartrate	pain	1.05	0.5	1.98	0.8697022	11	3003	85	24348	26	hydrocodone bitartrate	pain	0.12	1.12749685157938	0.27	0.6504007	0	0.01	0.4061556	-0.35	0.19	0.06913015	8431288
27	ethinyl estradiol	0.79	0.72	0.88	2.576319e-06	394	136830	31559	8695556	27	ethinyl estradiol	contraception	2.02	1.55	2.63	8.584997e-08	119	52124	118	104274	27	ethinyl estradiol	contraception	19.2	37.3	7.55	2.39	24.47	0.0002439692	8	3030	7	20014	27	ethinyl estradiol	contraception	0	0	Inf	1	0	5	0	17	27	ethinyl estradiol	contraception	5.87	1.97	17.15	0.0007203222	8	4054	9	26773	27	ethinyl estradiol	contraception	1.77	5.8708533613826	0.49	0.0002652914	-0.05	0.03	0.1592882	-10.64	787.03	0.9892148	8308668
28	iophendylate	0	0	191.69	1	0	7	31953	8832379	28	iophendylate	nuclear magnetic resonance imaging	0	0	4100.82	1	0	2	11	7656	28	iophendylate	nuclear magnetic resonance imaging	NA	NA	0	0	Inf	1	0	0	0	0	28	iophendylate	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	257	28	iophendylate	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	561	28	iophendylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29	methamphetamine	0.61	0.22	1.33	0.2637381	6	2718	31947	8829668	29	methamphetamine	drug abuse	0	0	81.88	1	0	64	5	4724	29	methamphetamine	drug abuse	NA	NA	0	0	Inf	1	0	0	0	0	29	methamphetamine	drug abuse	0	0	Inf	1	0	8	0	596	29	methamphetamine	drug abuse	0	0	Inf	1	0	5	0	678	29	methamphetamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30	dicumarol	0	0	34.89	1	0	31	31953	8832355	30	dicumarol	pulmonary hypertension	0	0	281.91	1	0	7	106	42669	30	dicumarol	pulmonary hypertension	36.4	77	0	0	Inf	1	0	0	11	14447	30	dicumarol	pulmonary hypertension	0	0	Inf	1	0	0	4	4842	30	dicumarol	pulmonary hypertension	0	0	Inf	1	0	0	10	14520	30	dicumarol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31	aminohippurate sodium	0	0	140.18	1	0	9	31953	8832377	31	aminohippurate sodium	renal transplant	0	0	1559.19	1	0	2	75	21646	31	aminohippurate sodium	renal transplant	16	70.4	0	0	Inf	1	0	0	4	3249	31	aminohippurate sodium	renal transplant	0	0	Inf	1	0	0	2	2283	31	aminohippurate sodium	renal transplant	0	0	Inf	1	0	0	5	1509	31	aminohippurate sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32	mannitol	0.5	0.18	1.09	0.1080101	6	3321	31947	8829065	32	mannitol	prophylaxis	2.54	0.68	6.6	0.07749246	4	326	503	103997	32	mannitol	prophylaxis	0	89.4	0	0	36.36	1	0	106	29	27956	32	mannitol	prophylaxis	0	0	120.4	1	0	68	8	13734	32	mannitol	prophylaxis	0	0	69.33	1	0	38	23	14499	32	mannitol	prophylaxis	-11.78	7.65616004126982e-06	615.32	0.9847242	-0.03	0.01	0.001171589	-0.95	0.41	0.02135006	8283708
33	tubocurarine chloride	0	0	418.13	1	0	4	31953	8832382	33	tubocurarine chloride	anaesthesia	0	0	8192	1	0	4	2	6658	33	tubocurarine chloride	anaesthesia	NA	NA	0	0	Inf	1	0	0	0	0	33	tubocurarine chloride	anaesthesia	0	0	Inf	1	0	0	0	388	33	tubocurarine chloride	anaesthesia	0	0	Inf	1	0	0	0	495	33	tubocurarine chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	triple sulfa\>	0	0	83.53	1	0	14	31953	8832372	35	triple sulfa\>	antibacterial prophylaxis	0	0	5782.71	1	0	1	1	162	35	triple sulfa\>	antibacterial prophylaxis	NA	NA	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	antibacterial prophylaxis	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	antibacterial prophylaxis	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36	sulfacetamide	2.6	0.84	6.11	0.04641571	5	531	31948	8831855	36	sulfacetamide	acne	1.7	0.04	9.89	0.4486001	1	65	311	34403	36	sulfacetamide	acne	19.6	46.1	0	0	107.73	1	0	6	16	1877	36	sulfacetamide	acne	0	0	1352.61	1	0	5	2	1152	36	sulfacetamide	acne	0	0	52.6	1	0	14	16	2528	36	sulfacetamide	acne	-12.46	3.87874077317772e-06	862.02	0.9884697	0.04	0.01	0.00957759	-1.09	0.76	0.150519	837178
38	nitrofurazone	0	0	83.53	1	0	14	31953	8832372	38	nitrofurazone	pain	0	0	209	1	0	4	1419	195530	38	nitrofurazone	pain	28.6	81.4	0	0	Inf	1	0	0	121	37524	38	nitrofurazone	pain	0	0	Inf	1	0	0	39	15642	38	nitrofurazone	pain	0	0	Inf	1	0	0	96	27351	38	nitrofurazone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39	diphenhydramine	1.55	1.4	1.71	1.274324e-16	415	74342	31538	8758044	39	diphenhydramine	premedication	1.3	0.9	1.89	0.1623131	54	10686	70	18049	39	diphenhydramine	premedication	31.7	70.3	Inf	0.78	Inf	0.04354726	4	2047	0	2437	39	diphenhydramine	premedication	Inf	0.04	Inf	0.3794314	1	1080	0	1768	39	diphenhydramine	premedication	4.15	0.41	204.22	0.2105918	4	2014	1	2089	39	diphenhydramine	premedication	1.71	5.528961477624	1.1	0.1192895	-0.01	0.02	0.623548	-1.11	1.1	0.3143017	869578
40	trimethadione	7.68	0.19	45.58	0.1250722	1	36	31952	8832350	40	trimethadione	epilepsy	0	0	60.27	1	0	13	251	45802	40	trimethadione	epilepsy	0	74.2	0	0	390.56	1	0	5	21	7146	40	trimethadione	epilepsy	0	0	12498.01	1	0	1	9	3583	40	trimethadione	epilepsy	0	0	482.97	1	0	4	14	4222	40	trimethadione	epilepsy	-10.14	3.94688028255435e-05	649.9	0.987553	-0.02	0.01	0.07501558	-0.29	0.43	0.4982381	878338
41	folic acid	1.21	1.12	1.32	6.009069e-06	596	136273	31357	8696113	41	folic acid	rheumatoid arthritis	1.11	0.89	1.36	0.3262258	103	48603	793	414288	41	folic acid	rheumatoid arthritis	32	78.8	1.24	0.57	2.4	0.4665138	10	10920	82	110978	41	folic acid	rheumatoid arthritis	0	0	2.58	0.3919317	0	2194	17	23360	41	folic acid	rheumatoid arthritis	1.95	1.02	3.49	0.0353853	14	9748	73	99140	41	folic acid	rheumatoid arthritis	0.47	1.59999419321736	0.29	0.1041772	0	0.01	0.8522979	-0.18	0.27	0.5015399	81345468
42	tripelennamine	0	0	99.61	1	0	12	31953	8832374	42	tripelennamine	drug abuse	0	0	1847.18	1	0	4	5	4784	42	tripelennamine	drug abuse	NA	NA	0	0	Inf	1	0	0	0	0	42	tripelennamine	drug abuse	0	0	Inf	1	0	0	0	604	42	tripelennamine	drug abuse	0	0	Inf	1	0	0	0	683	42	tripelennamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
43	tripelennamine citrate	0	0	9226.34	1	0	1	31953	8832385	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	NA	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
44	dihydroergotamine mesylate	1.35	0.44	3.16	0.4293564	5	1024	31948	8831362	44	dihydroergotamine mesylate	migraine	0	0	5.6	1	0	181	155	41696	44	dihydroergotamine mesylate	migraine	13	65.5	0	0	59.84	1	0	27	20	7504	44	dihydroergotamine mesylate	migraine	0	0	Inf	1	0	4	0	1077	44	dihydroergotamine mesylate	migraine	0	0	41.92	1	0	24	31	7411	44	dihydroergotamine mesylate	migraine	-15.88	1.268830551879e-07	5061.26	0.9974965	-0.08	0.01	1.936867e-11	-16.27	783.33	0.9834251	885478
45	protein hydrolysate	69.11	7.15	345.43	0.0005735609	2	8	31951	8832378	45	protein hydrolysate	rheumatoid arthritis	Inf	97.02	Inf	3.728163e-06	2	0	894	462891	45	protein hydrolysate	rheumatoid arthritis	32	78.8	0	0	Inf	1	0	0	92	121898	45	protein hydrolysate	rheumatoid arthritis	0	0	Inf	1	0	0	17	25554	45	protein hydrolysate	rheumatoid arthritis	0	0	Inf	1	0	0	87	108888	45	protein hydrolysate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46	dimercaprol	0	0	301.25	1	0	5	31953	8832381	46	dimercaprol	status epilepticus	0	0	4.5036e+15	1	0	1	2	1845	46	dimercaprol	status epilepticus	NA	NA	0	0	Inf	1	0	0	0	0	46	dimercaprol	status epilepticus	0	0	Inf	1	0	1	0	204	46	dimercaprol	status epilepticus	0	0	Inf	1	0	0	0	246	46	dimercaprol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47	sulfacetamide sodium	2.06	0.67	4.84	0.09970122	5	670	31948	8831716	47	sulfacetamide sodium	acne	1.98	0.05	11.55	0.4019324	1	56	311	34412	47	sulfacetamide sodium	acne	19.6	46.1	0	0	88.27	1	0	7	16	1876	47	sulfacetamide sodium	acne	0	0	1093.74	1	0	6	2	1151	47	sulfacetamide sodium	acne	0	0	62.49	1	0	12	16	2530	47	sulfacetamide sodium	acne	-12.53	3.61651392592813e-06	883.39	0.9886877	0.04	0.01	0.009397439	-1.08	0.76	0.1508133	837178
48	sodium tetradecyl	0	0	10.72	1	0	97	31953	8832289	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	18	0	20	48	sodium tetradecyl	spider vein	NA	NA	0	0	Inf	1	0	0	0	0	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	0	0	1	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	0	0	1	48	sodium tetradecyl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	chloroquine phosphate	2.18	0.8	4.76	0.06203642	6	762	31947	8831624	49	chloroquine phosphate	rheumatoid arthritis	1.64	0.04	9.2	0.4583962	1	316	895	462575	49	chloroquine phosphate	rheumatoid arthritis	32	78.8	0	0	446.83	1	0	13	92	121885	49	chloroquine phosphate	rheumatoid arthritis	0	0	7900.31	1	0	2	17	25552	49	chloroquine phosphate	rheumatoid arthritis	0	0	422.48	1	0	13	87	108875	49	chloroquine phosphate	rheumatoid arthritis	-8.42	0.000220414652830147	375.7	0.9821171	0	0.01	0.8747533	-0.18	0.27	0.4953304	81345468
50	chloroquine	1.28	0.58	2.43	0.4458155	9	1951	31944	8830435	50	chloroquine	rheumatoid arthritis	1.68	0.34	4.93	0.2673479	3	925	893	461966	50	chloroquine	rheumatoid arthritis	32	78.8	0	0	29.27	1	0	172	92	121726	50	chloroquine	rheumatoid arthritis	0	0	274.29	1	0	24	17	25530	50	chloroquine	rheumatoid arthritis	0	0	27.68	1	0	172	87	108716	50	chloroquine	rheumatoid arthritis	-10.42	2.98298794702676e-05	282.52	0.9705813	0	0.01	0.8716883	-0.18	0.27	0.4940053	81345468
51	mephenytoin	0	0	32.68	1	0	33	31953	8832353	51	mephenytoin	epilepsy	0	0	51.2	1	0	15	251	45800	51	mephenytoin	epilepsy	0	74.2	0	0	10998.37	1	0	1	21	7150	51	mephenytoin	epilepsy	0	0	Inf	1	0	0	9	3584	51	mephenytoin	epilepsy	0	0	9943.53	1	0	1	14	4225	51	mephenytoin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
52	ferrous	1.66	1.45	1.89	1.29447e-12	231	38496	31722	8793890	52	ferrous	hypertension	0.59	0.3	1.07	0.09784161	11	3289	1796	319412	52	ferrous	hypertension	16	87.6	2.24	0.6	5.89	0.1107097	4	958	128	68613	52	ferrous	hypertension	0	0	6.94	1	0	399	44	31537	52	ferrous	hypertension	2.59	0.69	6.88	0.07530082	4	611	101	39976	52	ferrous	hypertension	0.65	1.9155408290139	0.51	0.2033297	-0.01	0.01	0.02692275	-0.64	0.18	0.0003915103	8726728
