results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
11	aminophylline	2.13	0.69	4.98	0.08999178	5	1699	12239	8850396	11	aminophylline	asthma	5.75	1.17	17.28	0.01675314	3	360	149	102906	11	aminophylline	asthma	12.5	65	0	0	80.63	1	0	22	31	13005	11	aminophylline	asthma	0	0	62.37	1	0	30	15	6360	11	aminophylline	asthma	0	0	156.19	1	0	21	20	14979	11	aminophylline	asthma	-11.35	1.17694896249317e-05	543.86	0.9833542	-0.02	0.01	0.01017301	0.46	0.35	0.1808006	8214258
12	sulfur	0	0	5.46	1	0	490	12244	8851605	12	sulfur	acne	0	0	25.43	1	0	50	106	34624	12	sulfur	acne	17	50.2	0	0	14669.8	1	0	5	1	2439	12	sulfur	acne	0	0	12170.42	1	0	3	1	1155	12	sulfur	acne	0	0	2493.85	1	0	6	2	2550	12	sulfur	acne	-11.48	1.03347350639195e-05	2160.29	0.9957608	0.02	0.04	0.5502616	0.23	1.25	0.8540015	837178
13	methyltestosterone	0	0	8.33	1	0	322	12244	8851773	13	methyltestosterone	hormone replacement therapy	0	0	94.76	1	0	56	31	40718	13	methyltestosterone	hormone replacement therapy	34.3	60.9	0	0	3085.44	1	0	4	2	1987	13	methyltestosterone	hormone replacement therapy	0	0	Inf	1	0	4	0	1236	13	methyltestosterone	hormone replacement therapy	0	0	660.38	1	0	6	4	2250	13	methyltestosterone	hormone replacement therapy	-16.34	8.00991976320738e-08	23267.04	0.9994397	-0.04	0.03	0.2104667	-17.24	2220.2	0.9938037	835008
14	vasopressin tannate	0	0	427.49	1	0	8	12244	8852087	14	vasopressin tannate	systemic candida	0	0	Inf	1	0	4	0	713	14	vasopressin tannate	systemic candida	NA	NA	0	0	Inf	1	0	0	0	0	14	vasopressin tannate	systemic candida	0	0	Inf	1	0	0	0	60	14	vasopressin tannate	systemic candida	0	0	Inf	1	0	0	0	47	14	vasopressin tannate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15	ergocalciferol	0.76	0.64	0.89	0.0006201785	150	142118	12094	8709977	15	ergocalciferol	osteoporosis	2.89	1.65	4.86	0.000139627	20	16696	62	149710	15	ergocalciferol	osteoporosis	56	85.8	0	0	5.14	1	0	1967	10	22627	15	ergocalciferol	osteoporosis	0	0	Inf	1	0	228	0	2738	15	ergocalciferol	osteoporosis	0	0	4.23	0.6166896	0	2175	12	25568	15	ergocalciferol	osteoporosis	-15.78	1.40227462590254e-07	1595.73	0.9921099	-0.01	0.02	0.7243508	-15.81	1439.82	0.9912377	8307218
16	menadiol sodium diphosphate	0	0	4101.35	1	0	2	12244	8852093	16	menadiol sodium diphosphate	cystic fibrosis	0	0	4.5036e+15	1	0	1	6	10023	16	menadiol sodium diphosphate	cystic fibrosis	44	44	0	0	Inf	1	0	0	0	0	16	menadiol sodium diphosphate	cystic fibrosis	0	0	Inf	1	0	0	0	2069	16	menadiol sodium diphosphate	cystic fibrosis	0	0	Inf	1	0	0	3	2435	16	menadiol sodium diphosphate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17	estrone	1.7	0.21	6.15	0.3300355	2	852	12242	8851243	17	estrone	hormone replacement therapy	0	0	28.3	1	0	183	31	40591	17	estrone	hormone replacement therapy	34.3	60.9	0	0	4.5036e+15	1	0	1	2	1990	17	estrone	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	17	estrone	hormone replacement therapy	0	0	1716.89	1	0	3	4	2253	17	estrone	hormone replacement therapy	-16.96	4.30889178219706e-08	45565.09	0.9997031	-0.04	0.03	0.2100586	-17.25	2221.17	0.9938051	835008
18	diethylstilbestrol	0	0	20.49	1	0	132	12244	8851963	18	diethylstilbestrol	prostate cancer	0	0	172.22	1	0	53	21	46121	18	diethylstilbestrol	prostate cancer	58	74.9	0	0	4.5036e+15	1	0	1	1	6071	18	diethylstilbestrol	prostate cancer	0	0	4.5036e+15	1	0	1	3	14786	18	diethylstilbestrol	prostate cancer	0	0	Inf	1	0	0	0	51	18	diethylstilbestrol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19	sulfadiazine	0.59	0.01	3.28	1	1	1229	12243	8850866	19	sulfadiazine	hiv infection	0	0	21.22	1	0	129	82	58680	19	sulfadiazine	hiv infection	28.6	51.6	0	0	562.09	1	0	5	11	5036	19	sulfadiazine	hiv infection	0	0	349.67	1	0	8	11	5805	19	sulfadiazine	hiv infection	0	0	7169.19	1	0	3	2	3474	19	sulfadiazine	hiv infection	-11.16	1.42322505935799e-05	1171.44	0.9924001	-0.01	0.02	0.4209914	1.31	0.78	0.0938167	893038
20	sulfadiazine sodium	0	0	1798.39	1	0	3	12244	8852092	20	sulfadiazine sodium	anaemia	0	0	4.5036e+15	1	0	1	2	19875	20	sulfadiazine sodium	anaemia	NA	NA	0	0	Inf	1	0	0	0	0	20	sulfadiazine sodium	anaemia	0	0	Inf	1	0	0	0	1872	20	sulfadiazine sodium	anaemia	0	0	Inf	1	0	1	0	2789	20	sulfadiazine sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21	alcohol	7.86	6.43	9.52	5.578158e-57	107	9919	12137	8842176	21	alcohol	depression	3	1.7	4.91	0.0001638856	16	823	1330	204987	21	alcohol	depression	22.3	77.3	14.92	2.93	47.49	0.001368687	3	42	151	31545	21	alcohol	depression	19.8	3.7	68.63	0.0007139279	3	20	83	10978	21	alcohol	depression	0	0	34.19	1	0	35	86	25934	21	alcohol	depression	2.2	9.02501349943412	0.6	0.0002590765	-0.02	0	3.099658e-10	0.81	0.15	1.566512e-07	8371398
22	dextrose	0.06	0.02	0.13	1.320788e-34	6	71968	12238	8780127	22	dextrose	peritoneal dialysis	0.37	0.01	4.61	0.6270552	1	55771	3	61945	22	dextrose	peritoneal dialysis	69	69	0	0	Inf	1	0	0	0	0	22	dextrose	peritoneal dialysis	0	0	Inf	1	0	9501	0	634	22	dextrose	peritoneal dialysis	Inf	0	Inf	1	1	8530	0	416	22	dextrose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23	estrogens	1.14	0.95	1.36	0.1443901	130	82549	12114	8769546	23	estrogens	hormone replacement therapy	0.03	0	0.12	1.498013e-13	2	28583	29	12191	23	estrogens	hormone replacement therapy	34.3	60.9	0	0	31.79	1	0	286	2	1705	23	estrogens	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	23	estrogens	hormone replacement therapy	0	0	3.67	0.3285639	0	660	4	1596	23	estrogens	hormone replacement therapy	-17.37	2.85959710906541e-08	3046.55	0.9954516	-0.04	0.04	0.3006662	-17.55	2230.22	0.9937226	835008
24	meperidine	3.43	2.34	4.84	5.530103e-09	32	6764	12212	8845331	24	meperidine	pain	3.42	1.9	5.71	6.318737e-05	15	1172	729	195037	24	meperidine	pain	24	81.6	0	0	15.21	1	0	142	68	38266	24	meperidine	pain	0	0	22.98	1	0	61	44	15576	24	meperidine	pain	0	0	34.65	1	0	92	34	27321	24	meperidine	pain	-12.37	4.24401840716993e-06	517.3	0.9809296	-0.03	0.01	7.340259e-06	0.85	0.23	0.0002116302	8431288
25	homatropine methylbromide	2.88	0.35	10.46	0.1543944	2	502	12242	8851593	25	homatropine methylbromide	cough	0	0	23.24	1	0	121	21	14449	25	homatropine methylbromide	cough	16.2	54.4	0	0	813.38	1	0	4	3	1065	25	homatropine methylbromide	cough	0	0	252.12	1	0	16	3	1598	25	homatropine methylbromide	cough	0	0	1116.79	1	0	12	2	2469	25	homatropine methylbromide	cough	-12.23	4.88178317563535e-06	2006.27	0.9951379	-0.04	0.02	0.03208268	0.69	0.92	0.4525379	841008
26	hydrocodone bitartrate	3.19	2.9	3.5	1.085078e-94	460	107161	11784	8744934	26	hydrocodone bitartrate	pain	2.85	2.41	3.36	1.810771e-30	197	22031	547	174178	26	hydrocodone bitartrate	pain	24	81.6	1.22	0.53	2.49	0.5602622	9	4257	59	34151	26	hydrocodone bitartrate	pain	0.91	0.24	2.51	1	4	1554	40	14083	26	hydrocodone bitartrate	pain	1.4	0.42	3.66	0.4152799	5	3009	29	24404	26	hydrocodone bitartrate	pain	0.15	1.16183424272828	0.36	0.6804574	-0.03	0.01	7.51538e-06	0.85	0.23	0.0002054543	8431288
27	ethinyl estradiol	0.8	0.68	0.94	0.005332613	152	137072	12092	8715023	27	ethinyl estradiol	contraception	1.66	1.15	2.38	0.004843644	58	52185	70	104322	27	ethinyl estradiol	contraception	18.7	52	0.65	0.02	4.59	1	1	3789	10	24751	27	ethinyl estradiol	contraception	0	0	Inf	1	0	5	0	17	27	ethinyl estradiol	contraception	0.47	0.01	3.1	0.709481	1	4061	14	26768	27	ethinyl estradiol	contraception	-0.76	0.467666427009909	1.04	0.4648771	0.04	0.03	0.2184187	-9.84	818.1	0.9904077	8308668
28	iophendylate	0	0	502.75	1	0	7	12244	8852088	28	iophendylate	nuclear magnetic resonance imaging	0	0	4.5036e+15	1	0	2	1	7666	28	iophendylate	nuclear magnetic resonance imaging	NA	NA	0	0	Inf	1	0	0	0	0	28	iophendylate	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	257	28	iophendylate	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	561	28	iophendylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29	methamphetamine	5.08	3.06	7.96	1.918557e-08	19	2705	12225	8849390	29	methamphetamine	drug abuse	0	0	19.58	1	0	64	16	4713	29	methamphetamine	drug abuse	54	54	0	0	Inf	1	0	0	0	0	29	methamphetamine	drug abuse	0	0	2779.36	1	0	8	1	595	29	methamphetamine	drug abuse	0	0	Inf	1	0	5	0	678	29	methamphetamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30	dicumarol	0	0	91.39	1	0	31	12244	8852064	30	dicumarol	pulmonary hypertension	0	0	16384	1	0	7	4	42771	30	dicumarol	pulmonary hypertension	26.3	65.6	0	0	Inf	1	0	0	1	10279	30	dicumarol	pulmonary hypertension	0	0	Inf	1	0	0	2	4844	30	dicumarol	pulmonary hypertension	0	0	Inf	1	0	0	1	14529	30	dicumarol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31	aminohippurate sodium	0	0	364.63	1	0	9	12244	8852086	31	aminohippurate sodium	renal transplant	0	0	16384	1	0	2	11	21710	31	aminohippurate sodium	renal transplant	53	66.6	0	0	Inf	1	0	0	0	1311	31	aminohippurate sodium	renal transplant	0	0	Inf	1	0	0	1	2284	31	aminohippurate sodium	renal transplant	0	0	Inf	1	0	0	2	1512	31	aminohippurate sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32	mannitol	0	0	0.8	0.01772481	0	3327	12244	8848768	32	mannitol	prophylaxis	0	0	15.82	1	0	330	76	104424	32	mannitol	prophylaxis	36.9	71.9	0	0	101.28	1	0	75	10	16684	32	mannitol	prophylaxis	0	0	92.04	1	0	68	10	13732	32	mannitol	prophylaxis	0	0	12089.07	1	0	38	1	14521	32	mannitol	prophylaxis	-12.07	5.728825626433e-06	996.65	0.9903343	-0.02	0.01	0.1032933	2.41	1.05	0.02168522	8283708
33	tubocurarine chloride	0	0	1115.13	1	0	4	12244	8852091	33	tubocurarine chloride	anaesthesia	0	0	Inf	1	0	4	0	6660	33	tubocurarine chloride	anaesthesia	NA	NA	0	0	Inf	1	0	0	0	0	33	tubocurarine chloride	anaesthesia	0	0	Inf	1	0	0	0	388	33	tubocurarine chloride	anaesthesia	0	0	Inf	1	0	0	0	495	33	tubocurarine chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	triple sulfa\>	0	0	217.43	1	0	14	12244	8852081	35	triple sulfa\>	antibacterial prophylaxis	0	0	Inf	1	0	1	0	163	35	triple sulfa\>	antibacterial prophylaxis	NA	NA	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	antibacterial prophylaxis	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	antibacterial prophylaxis	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36	sulfacetamide	1.35	0.03	7.56	0.5233115	1	535	12243	8851560	36	sulfacetamide	acne	0	0	19.09	1	0	66	106	34608	36	sulfacetamide	acne	17	50.2	0	0	7037.83	1	0	12	1	2432	36	sulfacetamide	acne	0	0	7891.44	1	0	5	1	1153	36	sulfacetamide	acne	0	0	952.05	1	0	14	2	2542	36	sulfacetamide	acne	-12.5	3.72665317207867e-06	2442.92	0.9959171	0.02	0.04	0.5491681	0.23	1.25	0.8552125	837178
38	nitrofurazone	0	0	217.43	1	0	14	12244	8852081	38	nitrofurazone	pain	0	0	399.66	1	0	4	744	196205	38	nitrofurazone	pain	24	81.6	0	0	Inf	1	0	0	68	38408	38	nitrofurazone	pain	0	0	Inf	1	0	0	44	15637	38	nitrofurazone	pain	0	0	Inf	1	0	0	34	27413	38	nitrofurazone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39	diphenhydramine	1.57	1.33	1.83	1.084672e-07	161	74596	12083	8777499	39	diphenhydramine	premedication	0.24	0.05	0.81	0.01074495	3	10737	21	18098	39	diphenhydramine	premedication	42.5	63.4	0.76	0.06	6.61	1	2	1224	3	1388	39	diphenhydramine	premedication	0	0	3.96	0.2933623	0	1081	3	1765	39	diphenhydramine	premedication	Inf	0.43	Inf	0.1184523	3	2015	0	2090	39	diphenhydramine	premedication	0.28	1.32312981233744	0.83	0.7367036	0	0.02	0.8321701	0.4	0.82	0.6250478	869578
40	trimethadione	0	0	75.73	1	0	37	12244	8852058	40	trimethadione	epilepsy	0	0	122.95	1	0	13	124	45929	40	trimethadione	epilepsy	21.6	83.3	0	0	1609.26	1	0	2	19	5553	40	trimethadione	epilepsy	0	0	9196.8	1	0	1	13	3579	40	trimethadione	epilepsy	0	0	691.41	1	0	4	10	4226	40	trimethadione	epilepsy	-9.26	9.51553251447417e-05	649.95	0.9886339	0.01	0.01	0.1401955	0.42	0.42	0.3144405	878338
41	folic acid	0.66	0.55	0.78	7.057049e-07	125	136744	12119	8715351	41	folic acid	rheumatoid arthritis	1.79	0.98	3.1	0.0397839	16	48690	76	415005	41	folic acid	rheumatoid arthritis	42.6	66.6	6.25	1.87	18.99	0.001667733	6	7350	10	76594	41	folic acid	rheumatoid arthritis	0	0	Inf	1	0	2194	0	23377	41	folic acid	rheumatoid arthritis	5.08	1.57	14.65	0.003711441	6	9756	12	99201	41	folic acid	rheumatoid arthritis	1.64	5.15516951223468	0.5	0.001034846	-0.02	0.02	0.2837064	-15.76	800.35	0.9842856	81345468
42	tripelennamine	0	0	259.1	1	0	12	12244	8852083	42	tripelennamine	drug abuse	0	0	474.22	1	0	4	16	4773	42	tripelennamine	drug abuse	54	54	0	0	Inf	1	0	0	0	0	42	tripelennamine	drug abuse	0	0	Inf	1	0	0	1	603	42	tripelennamine	drug abuse	0	0	Inf	1	0	0	0	683	42	tripelennamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
43	tripelennamine citrate	0	0	16384	1	0	1	12244	8852094	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	NA	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
44	dihydroergotamine mesylate	0.7	0.02	3.93	1	1	1028	12243	8851067	44	dihydroergotamine mesylate	migraine	0	0	14.78	1	0	181	60	41791	44	dihydroergotamine mesylate	migraine	33.6	55.7	0	0	314.07	1	0	16	5	4304	44	dihydroergotamine mesylate	migraine	0	0	1633.59	1	0	4	2	1075	44	dihydroergotamine mesylate	migraine	0	0	353.29	1	0	24	5	7437	44	dihydroergotamine mesylate	migraine	-11.53	9.83070408721951e-06	1216.4	0.9924403	-0.01	0.02	0.7095248	1.01	0.84	0.2281536	885478
45	protein hydrolysate	0	0	320.91	1	0	10	12244	8852085	45	protein hydrolysate	rheumatoid arthritis	0	0	4.5036e+15	1	0	2	92	463693	45	protein hydrolysate	rheumatoid arthritis	42.6	66.6	0	0	Inf	1	0	0	16	83944	45	protein hydrolysate	rheumatoid arthritis	0	0	Inf	1	0	0	0	25571	45	protein hydrolysate	rheumatoid arthritis	0	0	Inf	1	0	0	18	108957	45	protein hydrolysate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46	dimercaprol	0	0	774.06	1	0	5	12244	8852090	46	dimercaprol	status epilepticus	0	0	4.5036e+15	1	0	1	1	1846	46	dimercaprol	status epilepticus	NA	NA	0	0	Inf	1	0	0	0	0	46	dimercaprol	status epilepticus	0	0	Inf	1	0	1	0	204	46	dimercaprol	status epilepticus	0	0	Inf	1	0	0	0	246	46	dimercaprol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47	sulfacetamide sodium	0	0	3.96	1	0	675	12244	8851420	47	sulfacetamide sodium	acne	0	0	22.21	1	0	57	106	34617	47	sulfacetamide sodium	acne	17	50.2	0	0	6549.46	1	0	13	1	2431	47	sulfacetamide sodium	acne	0	0	6708.97	1	0	6	1	1152	47	sulfacetamide sodium	acne	0	0	1210.93	1	0	12	2	2544	47	sulfacetamide sodium	acne	-12.57	3.47470838657905e-06	2513.07	0.9960089	0.02	0.04	0.547914	0.23	1.24	0.8543858	837178
48	sodium tetradecyl	0	0	28.05	1	0	97	12244	8851998	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	18	0	20	48	sodium tetradecyl	spider vein	NA	NA	0	0	Inf	1	0	0	0	0	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	0	0	1	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	0	0	1	48	sodium tetradecyl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	chloroquine phosphate	0.94	0.02	5.27	1	1	767	12243	8851328	49	chloroquine phosphate	rheumatoid arthritis	0	0	60.14	1	0	317	92	463378	49	chloroquine phosphate	rheumatoid arthritis	42.6	66.6	0	0	2220.33	1	0	11	16	83933	49	chloroquine phosphate	rheumatoid arthritis	0	0	Inf	1	0	2	0	25569	49	chloroquine phosphate	rheumatoid arthritis	0	0	2157.98	1	0	13	18	108944	49	chloroquine phosphate	rheumatoid arthritis	-15.8	1.3745077279214e-07	33014.06	0.9996181	-0.02	0.02	0.3145997	-15.82	816.87	0.9845483	81345468
50	chloroquine	3.34	1.52	6.35	0.001927951	9	1951	12235	8850144	50	chloroquine	rheumatoid arthritis	5.49	0.14	31.42	0.1683029	1	927	91	462768	50	chloroquine	rheumatoid arthritis	42.6	66.6	0	0	207.7	1	0	106	16	83838	50	chloroquine	rheumatoid arthritis	0	0	Inf	1	0	24	0	25547	50	chloroquine	rheumatoid arthritis	0	0	145.63	1	0	172	18	108785	50	chloroquine	rheumatoid arthritis	-15.76	1.43060245243129e-07	9143.87	0.9986248	-0.02	0.02	0.3135784	-15.82	816.76	0.9845458	81345468
51	mephenytoin	0	0	85.43	1	0	33	12244	8852062	51	mephenytoin	epilepsy	0	0	104.76	1	0	15	124	45927	51	mephenytoin	epilepsy	21.6	83.3	0	0	Inf	1	0	0	19	5555	51	mephenytoin	epilepsy	0	0	Inf	1	0	0	13	3580	51	mephenytoin	epilepsy	0	0	13116.28	1	0	1	10	4229	51	mephenytoin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
52	ferrous	1.37	1.07	1.72	0.01092819	73	38654	12171	8813441	52	ferrous	hypertension	0	0	1.32	0.123571	0	3300	274	320934	52	ferrous	hypertension	28.7	83.5	0	0	10.27	1	0	892	28	64944	52	ferrous	hypertension	0	0	31.63	1	0	399	11	31570	52	ferrous	hypertension	0	0	12.54	1	0	615	21	40056	52	ferrous	hypertension	-12.84	2.65252113111474e-06	549.08	0.9813448	-0.03	0.01	0.008148278	-0.43	0.37	0.2438279	8726728
