results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg	count	count_change	count_label
563	arginine	1.06	0.73	1.48	0.7246468	35	1419	201890	8660995	563	arginine	hypertension	0.65	0.21	1.53	0.4594063	5	239	10175	314089	563	arginine	hypertension	46.7	87	1.29	0.26	3.96	0.508804	3	65	2194	61529	563	arginine	hypertension	2.02	0.4	6.36	0.2007908	3	38	1204	30735	563	arginine	hypertension	0	0	3.35	0.6296354	0	37	1236	39419	563	arginine	hypertension	0.16	1.17351087099181	0.59	0.7899575	0.01	0	8.534097e-20	0.24	0.04	7.900315e-09	8726728	161	161	80
55	ascorbic acid	2.35	2.22	2.48	2.840124e-160	1345	24634	200580	8637780	55	ascorbic acid	hypertension	1.96	1.61	2.36	1.180644e-10	119	1884	10061	312444	55	ascorbic acid	hypertension	46.7	87	2.05	1	3.78	0.02851005	11	151	2186	61443	55	ascorbic acid	hypertension	1.64	0.52	4	0.2451785	5	78	1202	30695	55	ascorbic acid	hypertension	2.76	1.15	5.68	0.01193503	8	93	1228	39363	55	ascorbic acid	hypertension	0.73	2.07508060767412	0.29	0.01098116	0.01	0	1.173201e-19	0.24	0.04	8.022124e-09	8726728	161	161	80
106	aspirin	1.76	1.73	1.79	0	13828	347586	188097	8314828	106	aspirin	hypertension	1.25	1.19	1.32	2.220116e-15	1595	40585	8585	273743	106	aspirin	hypertension	46.7	87	1.34	1.2	1.5	5.66339e-07	387	8461	1810	53133	106	aspirin	hypertension	1.28	1.1	1.49	0.001476173	219	4535	988	26238	106	aspirin	hypertension	1.46	1.24	1.71	4.483923e-06	199	4586	1037	34870	106	aspirin	hypertension	0.27	1.30996445073325	0.06	9.862899e-07	0.01	0	2.409132e-18	0.23	0.04	3.242561e-08	8726728	161	161	80
767	atenolol	1.4	1.35	1.45	2.769223e-75	3426	105352	198499	8557062	767	atenolol	hypertension	0.86	0.79	0.93	0.0001215612	657	23430	9523	290898	767	atenolol	hypertension	46.7	87	0.79	0.65	0.96	0.01592442	117	4081	2080	57513	767	atenolol	hypertension	0.79	0.59	1.03	0.09171007	57	1823	1150	28950	767	atenolol	hypertension	0.79	0.61	1	0.0548592	70	2799	1166	36657	767	atenolol	hypertension	-0.24	0.786627861066553	0.09	0.009393971	0.01	0	8.592945e-20	0.24	0.04	1.105011e-08	8726728	161	161	80
1259	atorvastatin calcium	1.26	1.23	1.3	4.42397e-57	5262	179697	196663	8482717	1259	atorvastatin calcium	hypertension	1.01	0.94	1.1	0.7158491	685	20866	9495	293462	1259	atorvastatin calcium	hypertension	46.7	87	0.88	0.72	1.08	0.2302547	106	3348	2091	58246	1259	atorvastatin calcium	hypertension	0.96	0.72	1.25	0.7912434	60	1597	1147	29176	1259	atorvastatin calcium	hypertension	0.92	0.7	1.2	0.6035852	60	2068	1176	37388	1259	atorvastatin calcium	hypertension	-0.07	0.932393819905948	0.1	0.4441345	0.01	0	8.051602e-20	0.24	0.04	7.767808e-09	8726728	161	161	80
2203	avelumab	0	0	104.02	1	0	3	201925	8662411	2203	avelumab	hypertension	0	0	1181.98	1	0	1	10180	314327	2203	avelumab	hypertension	46.7	87	0	0	Inf	1	0	0	2197	61594	2203	avelumab	hypertension	0	0	Inf	1	0	0	1207	30773	2203	avelumab	hypertension	0	0	Inf	1	0	0	1236	39456	2203	avelumab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
1968	azilsartan kamedoxomil	0.66	0.34	1.17	0.1872534	12	775	201913	8661639	1968	azilsartan kamedoxomil	hypertension	0.25	0.05	0.75	0.00632391	3	366	10177	313962	1968	azilsartan kamedoxomil	hypertension	46.7	87	0.34	0.01	1.96	0.3739848	1	82	2196	61512	1968	azilsartan kamedoxomil	hypertension	0	0	3.22	0.630931	0	31	1207	30742	1968	azilsartan kamedoxomil	hypertension	0.57	0.01	3.31	1	1	56	1235	39400	1968	azilsartan kamedoxomil	hypertension	-1.06	0.346455810330057	1	0.2897526	0.01	0	9.038327e-20	0.24	0.04	8.197319e-09	8726728	161	161	80
1034	benazepril	1.51	1.41	1.62	5.708915e-29	858	24381	201067	8638033	1034	benazepril	hypertension	1.13	0.98	1.3	0.08265051	208	5683	9972	308645	1034	benazepril	hypertension	46.7	87	0.63	0.4	0.95	0.02557116	23	1019	2174	60575	1034	benazepril	hypertension	0.79	0.45	1.3	0.4207727	16	513	1191	30260	1034	benazepril	hypertension	0.48	0.22	0.92	0.02253359	9	596	1227	38860	1034	benazepril	hypertension	-0.43	0.650509094723317	0.2	0.03253331	0.01	0	9.946599e-20	0.24	0.04	7.355572e-09	8726728	161	161	80
365	bendroflumethiazide	0.66	0.55	0.78	3.466767e-07	132	8637	201793	8653777	365	bendroflumethiazide	hypertension	0.4	0.27	0.57	6.681167e-09	31	2369	10149	311959	365	bendroflumethiazide	hypertension	46.7	87	0.82	0.39	1.54	0.6593614	10	340	2187	61254	365	bendroflumethiazide	hypertension	0.55	0.11	1.63	0.3813631	3	140	1204	30633	365	bendroflumethiazide	hypertension	1.14	0.49	2.29	0.6984216	8	224	1228	39232	365	bendroflumethiazide	hypertension	-0.19	0.826959133943362	0.31	0.538164	0.01	0	7.768657e-20	0.24	0.04	8.037424e-09	8726728	161	161	80
360	benzthiazide	1.05	0.03	6.17	0.6200842	1	41	201924	8662373	360	benzthiazide	hypertension	0	0	12.3	1	0	11	10180	314317	360	benzthiazide	hypertension	46.7	87	0	0	Inf	1	0	0	2197	61594	360	benzthiazide	hypertension	0	0	Inf	1	0	0	1207	30773	360	benzthiazide	hypertension	0	0	Inf	1	0	0	1236	39456	360	benzthiazide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
932	betaxolol	1.27	0.94	1.67	0.09504518	51	1727	201874	8660687	932	betaxolol	hypertension	0.54	0.2	1.19	0.1634428	6	342	10174	313986	932	betaxolol	hypertension	46.7	87	1.48	0.3	4.54	0.4635801	3	57	2194	61537	932	betaxolol	hypertension	3.19	0.61	10.53	0.08016375	3	24	1204	30749	932	betaxolol	hypertension	0.73	0.02	4.26	1	1	44	1235	39412	932	betaxolol	hypertension	0.49	1.63231621995538	0.52	0.3397707	0.01	0	9.296723e-20	0.24	0.04	7.602226e-09	8726728	161	161	80
1062	bisoprolol fumarate	1.69	1.57	1.82	1.160861e-39	765	19433	201160	8642981	1062	bisoprolol fumarate	hypertension	0.96	0.8	1.14	0.6994181	137	4401	10043	309927	1062	bisoprolol fumarate	hypertension	46.7	87	0.51	0.2	1.06	0.07067643	7	385	2190	61209	1062	bisoprolol fumarate	hypertension	0.37	0.07	1.09	0.07013971	3	208	1204	30565	1062	bisoprolol fumarate	hypertension	0.81	0.3	1.8	0.8494698	6	235	1230	39221	1062	bisoprolol fumarate	hypertension	-0.6	0.548811636094027	0.34	0.07574398	0.01	0	6.222474e-20	0.24	0.04	7.465869e-09	8726728	161	161	80
762	bumetanide	2.72	2.51	2.94	3.630265e-106	672	10612	201253	8651802	762	bumetanide	hypertension	1.55	1.15	2.06	0.003525645	51	1015	10129	313313	762	bumetanide	hypertension	46.7	87	1.79	0.98	3.02	0.03582888	15	236	2182	61358	762	bumetanide	hypertension	1.78	0.75	3.64	0.1453143	8	115	1199	30658	762	bumetanide	hypertension	1.53	0.6	3.25	0.2364738	7	146	1229	39310	762	bumetanide	hypertension	0.45	1.56831218549017	0.27	0.09071991	0.01	0	1.131207e-19	0.24	0.04	8.022642e-09	8726728	161	161	80
1198	butenafine	0.7	0.33	1.29	0.3458494	10	617	201915	8661797	1198	butenafine	hypertension	0.62	0.02	3.6	1	1	50	10179	314278	1198	butenafine	hypertension	46.7	87	0	0	67.86	1	0	3	2197	61591	1198	butenafine	hypertension	0	0	Inf	1	0	0	1207	30773	1198	butenafine	hypertension	0	0	77.29	1	0	3	1236	39453	1198	butenafine	hypertension	-8.19	0.000277413884240626	113.69	0.9425602	0.01	0	8.577421e-20	0.24	0.04	7.912769e-09	8726728	161	161	80
779	calcifediol	1.65	0.65	3.47	0.2119101	7	182	201918	8662232	779	calcifediol	hypertension	4.17	1.28	10.65	0.00983584	5	37	10175	314291	779	calcifediol	hypertension	46.7	87	0	0	23.81	1	0	6	2197	61588	779	calcifediol	hypertension	0	0	61.63	1	0	3	1207	30770	779	calcifediol	hypertension	0	0	77.29	1	0	3	1236	39453	779	calcifediol	hypertension	-8.3	0.000248516827107952	80.17	0.9175031	0.01	0	8.496388e-20	0.24	0.04	7.775519e-09	8726728	161	161	80
735	calcitriol	2.34	2.15	2.54	6.734407e-73	609	11203	201316	8651211	735	calcitriol	hypertension	1.43	1.07	1.88	0.01409098	55	1189	10125	313139	735	calcitriol	hypertension	46.7	87	1.41	0.74	2.46	0.2391166	13	259	2184	61335	735	calcitriol	hypertension	2.35	1.22	4.16	0.008579022	13	142	1194	30631	735	calcitriol	hypertension	0.9	0.29	2.14	1	5	178	1231	39278	735	calcitriol	hypertension	0.51	1.66529119494589	0.24	0.03542038	0.01	0	7.058268e-20	0.24	0.04	7.99895e-09	8726728	161	161	80
1302	candesartan cilexetil	1.46	1.36	1.57	4.17475e-24	824	24196	201101	8638218	1302	candesartan cilexetil	hypertension	1.09	0.96	1.23	0.1852971	261	7424	9919	306904	1302	candesartan cilexetil	hypertension	46.7	87	1.38	0.97	1.91	0.05559354	39	796	2158	60798	1302	candesartan cilexetil	hypertension	0.81	0.42	1.44	0.5908748	12	375	1195	30398	1302	candesartan cilexetil	hypertension	1.95	1.3	2.82	0.0009366775	31	514	1205	38942	1302	candesartan cilexetil	hypertension	0.32	1.37712776433596	0.16	0.04205984	0.01	0	1.075291e-19	0.24	0.04	7.222321e-09	8726728	161	161	80
784	captopril	2.87	2.65	3.11	3.557518e-111	645	9659	201280	8652755	784	captopril	hypertension	1.89	1.6	2.23	2.039837e-12	156	2564	10024	311764	784	captopril	hypertension	46.7	87	1.29	0.7	2.2	0.3526114	14	305	2183	61289	784	captopril	hypertension	1.61	0.72	3.15	0.1927746	9	143	1198	30630	784	captopril	hypertension	0.85	0.31	1.89	0.8482615	6	225	1230	39231	784	captopril	hypertension	0.23	1.25860000992948	0.26	0.3762224	0.01	0	7.355937e-20	0.24	0.04	7.52904e-09	8726728	161	161	80
1141	carvedilol	1.96	1.89	2.03	2.147333e-239	3120	68973	198805	8593441	1141	carvedilol	hypertension	1.11	1.01	1.23	0.0338743	422	11739	9758	302589	1141	carvedilol	hypertension	46.7	87	1.36	1.12	1.62	0.001454466	132	2773	2065	58821	1141	carvedilol	hypertension	1.23	0.96	1.56	0.08964364	78	1634	1129	29139	1141	carvedilol	hypertension	1.37	1.04	1.78	0.02218275	62	1464	1174	37992	1141	carvedilol	hypertension	0.24	1.2712491503214	0.09	0.006711887	0.01	0	1.241485e-19	0.23	0.04	1.478725e-08	8726728	161	161	80
1580	carvedilol phosphate	0.62	0.44	0.84	0.001691023	39	2716	201886	8659698	1580	carvedilol phosphate	hypertension	0.2	0.06	0.46	2.867997e-06	5	784	10175	313544	1580	carvedilol phosphate	hypertension	46.7	87	2.42	0.76	5.99	0.06577739	5	58	2192	61536	1580	carvedilol phosphate	hypertension	2.95	0.57	9.63	0.09484451	3	26	1204	30747	1580	carvedilol phosphate	hypertension	1.73	0.2	6.71	0.332844	2	37	1234	39419	1580	carvedilol phosphate	hypertension	0.81	2.24790798667647	0.47	0.0805091	0.01	0	9.003454e-20	0.24	0.04	7.721905e-09	8726728	161	161	80
1838	cefuroxime	3.42	3.12	3.75	1.985451e-110	495	6214	201430	8656200	1838	cefuroxime	hypertension	4.27	3.08	5.81	5.055073e-15	47	341	10133	313987	1838	cefuroxime	hypertension	46.7	87	1.78	0.47	4.8	0.2950092	4	63	2193	61531	1838	cefuroxime	hypertension	0	0	2.83	0.6427546	0	35	1207	30738	1838	cefuroxime	hypertension	2.98	0.77	8.21	0.05395078	4	43	1232	39413	1838	cefuroxime	hypertension	0.4	1.49182469764127	0.51	0.4337873	0.01	0	8.53849e-20	0.24	0.04	7.791083e-09	8726728	161	161	80
1784	cefuroxime axetil	4.24	3.73	4.81	1.239012e-79	273	2763	201652	8659651	1784	cefuroxime axetil	hypertension	3.9	2.06	6.82	4.140406e-05	14	111	10166	314217	1784	cefuroxime axetil	hypertension	46.7	87	3.83	0.73	12.75	0.05339478	3	22	2194	61572	1784	cefuroxime axetil	hypertension	0	0	9.18	1	0	12	1207	30761	1784	cefuroxime axetil	hypertension	6.4	1.19	22.65	0.01622156	3	15	1233	39441	1784	cefuroxime axetil	hypertension	1.2	3.32011692273655	0.61	0.05008733	0.01	0	8.274316e-20	0.24	0.04	7.671525e-09	8726728	161	161	80
287	chlorothiazide	3.87	2.94	5.03	1.021331e-17	62	687	201863	8661727	287	chlorothiazide	hypertension	0	0	1.42	0.1887237	0	82	10180	314246	287	chlorothiazide	hypertension	46.7	87	0	0	23.81	1	0	6	2197	61588	287	chlorothiazide	hypertension	0	0	61.63	1	0	3	1207	30770	287	chlorothiazide	hypertension	0	0	27.14	1	0	6	1236	39450	287	chlorothiazide	hypertension	-8.94	0.000131041040181239	107.87	0.9339677	0.01	0	9.173325e-20	0.24	0.04	7.886891e-09	8726728	161	161	80
374	chlorthalidone	1.23	1.05	1.44	0.01126765	159	5537	201766	8656877	374	chlorthalidone	hypertension	0.64	0.45	0.89	0.006106349	36	1734	10144	312594	374	chlorthalidone	hypertension	46.7	87	0.49	0.19	1.02	0.05541361	7	401	2190	61193	374	chlorthalidone	hypertension	0.99	0.42	1.99	1	8	206	1199	30567	374	chlorthalidone	hypertension	0.26	0.03	0.95	0.03821261	2	245	1234	39211	374	chlorthalidone	hypertension	-0.45	0.637628151621773	0.32	0.1638795	0.01	0	9.230297e-20	0.24	0.04	7.554694e-09	8726728	161	161	80
1308	cilostazol	2.6	2.36	2.85	4.718476e-69	470	7773	201455	8654641	1308	cilostazol	hypertension	1.85	1.44	2.36	3.140707e-06	71	1186	10109	313142	1308	cilostazol	hypertension	46.7	87	1.34	0.66	2.44	0.3724392	11	231	2186	61363	1308	cilostazol	hypertension	2.78	1.54	4.68	0.0005045742	16	148	1191	30625	1308	cilostazol	hypertension	0.32	0.01	1.8	0.3789422	1	101	1235	39355	1308	cilostazol	hypertension	0.57	1.76826705143374	0.25	0.02372458	0.01	0	1.403714e-19	0.24	0.04	1.080863e-08	8726728	161	161	80
1770	clavulanate potassium	2.77	2.5	3.06	2.453603e-66	403	6251	201522	8656163	1770	clavulanate potassium	hypertension	1.75	1.03	2.82	0.02663223	18	317	10162	314011	1770	clavulanate potassium	hypertension	46.7	87	2.72	0.53	8.71	0.1110897	3	31	2194	61563	1770	clavulanate potassium	hypertension	2.32	0.26	9.46	0.2289082	2	22	1205	30751	1770	clavulanate potassium	hypertension	1.88	0.04	12	0.4261199	1	17	1235	39439	1770	clavulanate potassium	hypertension	0.79	2.20339642625594	0.6	0.1886314	0.01	0	8.368403e-20	0.24	0.04	8.210852e-09	8726728	161	161	80
1608	clevidipine	0	0	0.76	0.01712004	0	209	201925	8662205	1608	clevidipine	hypertension	0	0	2.7	0.6494315	0	44	10180	314284	1608	clevidipine	hypertension	46.7	87	0	0	Inf	1	0	0	2197	61594	1608	clevidipine	hypertension	0	0	979.13	1	0	1	1207	30772	1608	clevidipine	hypertension	0	0	Inf	1	0	0	1236	39456	1608	clevidipine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
604	clonidine	1.83	1.74	1.93	2.215768e-99	1527	35853	200398	8626561	604	clonidine	hypertension	1.14	1.01	1.29	0.03665404	281	7638	9899	306690	604	clonidine	hypertension	46.7	87	1.31	0.98	1.71	0.05325764	57	1229	2140	60365	604	clonidine	hypertension	1.01	0.61	1.58	0.9084249	20	507	1187	30266	604	clonidine	hypertension	1.46	1.04	1.99	0.02410131	43	952	1193	38504	604	clonidine	hypertension	0.29	1.33642748802547	0.13	0.02838116	0.01	0	4.956387e-20	0.24	0.04	5.33712e-09	8726728	161	161	80
1303	clopidogrel bisulfate	1.47	1.42	1.52	1.414654e-97	3464	101512	198461	8560902	1303	clopidogrel bisulfate	hypertension	1.27	1.15	1.41	2.331324e-06	440	10760	9740	303568	1303	clopidogrel bisulfate	hypertension	46.7	87	1.04	0.81	1.33	0.7088781	72	1935	2125	59659	1303	clopidogrel bisulfate	hypertension	1.11	0.81	1.48	0.4917093	51	1179	1156	29594	1303	clopidogrel bisulfate	hypertension	1.13	0.76	1.62	0.4997618	32	907	1204	38549	1303	clopidogrel bisulfate	hypertension	0.05	1.05127109637602	0.11	0.6594614	0.01	0	1.187935e-19	0.24	0.04	9.179243e-09	8726728	161	161	80
164	cryptenamine acetates	0	0	1630.47	1	0	1	201925	8662413	164	cryptenamine acetates	hypertension	0	0	1181.98	1	0	1	10180	314327	164	cryptenamine acetates	hypertension	46.7	87	0	0	Inf	1	0	0	2197	61594	164	cryptenamine acetates	hypertension	0	0	Inf	1	0	0	1207	30773	164	cryptenamine acetates	hypertension	0	0	Inf	1	0	0	1236	39456	164	cryptenamine acetates	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
193	cryptenamine tannates	0	0	1630.47	1	0	1	201925	8662413	193	cryptenamine tannates	hypertension	0	0	1181.98	1	0	1	10180	314327	193	cryptenamine tannates	hypertension	46.7	87	0	0	Inf	1	0	0	2197	61594	193	cryptenamine tannates	hypertension	0	0	Inf	1	0	0	1207	30773	193	cryptenamine tannates	hypertension	0	0	Inf	1	0	0	1236	39456	193	cryptenamine tannates	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
57	cyanocobalamin	2.31	2.13	2.49	1.556092e-80	693	12919	201232	8649495	57	cyanocobalamin	hypertension	2.04	1.6	2.55	1.865678e-08	81	1234	10099	313094	57	cyanocobalamin	hypertension	46.7	87	0.88	0.35	1.84	1	7	224	2190	61370	57	cyanocobalamin	hypertension	0.79	0.16	2.38	1	3	97	1204	30676	57	cyanocobalamin	hypertension	1.09	0.35	2.6	0.810348	5	147	1231	39309	57	cyanocobalamin	hypertension	-0.07	0.932393819905948	0.36	0.8546977	0.01	0	8.578789e-20	0.24	0.04	7.864954e-09	8726728	161	161	80
428	cyclothiazide	0	0	64.96	1	0	4	201925	8662410	428	cyclothiazide	hypertension	0	0	1181.98	1	0	1	10180	314327	428	cyclothiazide	hypertension	46.7	87	0	0	Inf	1	0	0	2197	61594	428	cyclothiazide	hypertension	0	0	Inf	1	0	0	1207	30773	428	cyclothiazide	hypertension	0	0	Inf	1	0	0	1236	39456	428	cyclothiazide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
676	difenoxin	0	0	5.24	1	0	32	201925	8662382	676	difenoxin	hypertension	0	0	33.7	1	0	5	10180	314323	676	difenoxin	hypertension	46.7	87	0	0	1075.04	1	0	1	2197	61593	676	difenoxin	hypertension	0	0	979.13	1	0	1	1207	30772	676	difenoxin	hypertension	0	0	1221.23	1	0	1	1236	39455	676	difenoxin	hypertension	-7.09	0.000833397365606696	83.64	0.9324922	0.01	0	8.708777e-20	0.24	0.04	7.799744e-09	8726728	161	161	80
