results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
11	aminophylline	0.4	0.08	1.16	0.1384518	3	1701	39248	8823387	11	aminophylline	asthma	0	0	3.53	0.6314359	0	363	299	102756	11	aminophylline	asthma	39	93	0	0	27.07	1	0	38	65	16800	11	aminophylline	asthma	0	0	34.13	1	0	30	26	6349	11	aminophylline	asthma	0	0	60.61	1	0	21	49	14950	11	aminophylline	asthma	-11.79	7.57997997601621e-06	528.04	0.9821824	0.05	0.01	1.205224e-10	0.26	0.24	0.2926383	8214258
12	sulfur	0	0	1.7	0.2880156	0	490	39251	8824598	12	sulfur	acne	0	0	41.3	1	0	50	66	34664	12	sulfur	acne	19.6	48.5	0	0	263.95	1	0	4	12	1930	12	sulfur	acne	0	0	12170.42	1	0	3	1	1155	12	sulfur	acne	0	0	182.34	1	0	6	13	2539	12	sulfur	acne	-11.94	6.52414922649937e-06	1284.65	0.9925851	0.01	0.02	0.660121	-1.73	1.04	0.0978513	837178
13	methyltestosterone	1.41	0.17	5.12	0.6569182	2	320	39249	8824768	13	methyltestosterone	hormone replacement therapy	0	0	27.08	1	0	56	104	40645	13	methyltestosterone	hormone replacement therapy	46	78	0	0	91.04	1	0	9	17	2810	13	methyltestosterone	hormone replacement therapy	0	0	131.29	1	0	4	15	1221	13	methyltestosterone	hormone replacement therapy	0	0	393.7	1	0	6	6	2248	13	methyltestosterone	hormone replacement therapy	-12.38	4.20178971844699e-06	1166.17	0.9915287	0.07	0.02	0.0003463568	1.72	0.49	0.0004635446	835008
14	vasopressin tannate	0	0	131.78	1	0	8	39251	8825080	14	vasopressin tannate	systemic candida	0	0	263.4	1	0	4	5	708	14	vasopressin tannate	systemic candida	79.8	79.8	0	0	Inf	1	0	0	0	0	14	vasopressin tannate	systemic candida	0	0	Inf	1	0	0	1	59	14	vasopressin tannate	systemic candida	0	0	Inf	1	0	0	0	47	14	vasopressin tannate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15	ergocalciferol	1.6	1.5	1.71	1.548386e-42	998	141270	38253	8683818	15	ergocalciferol	osteoporosis	0.96	0.8	1.15	0.6933479	141	16575	1312	148460	15	ergocalciferol	osteoporosis	54.2	91.2	1.24	0.68	2.13	0.3740353	15	2138	143	25362	15	ergocalciferol	osteoporosis	0	0	2.91	0.6358419	0	228	17	2721	15	ergocalciferol	osteoporosis	1.31	0.73	2.2	0.3003797	16	2159	144	25436	15	ergocalciferol	osteoporosis	0.24	1.2712491503214	0.26	0.3530654	0.05	0.01	5.41271e-13	0	0.26	0.9916283	8307218
16	menadiol sodium diphosphate	0	0	1233.12	1	0	2	39251	8825086	16	menadiol sodium diphosphate	cystic fibrosis	0	0	4.5036e+15	1	0	1	1	10028	16	menadiol sodium diphosphate	cystic fibrosis	NA	NA	0	0	Inf	1	0	0	0	0	16	menadiol sodium diphosphate	cystic fibrosis	0	0	Inf	1	0	0	0	2069	16	menadiol sodium diphosphate	cystic fibrosis	0	0	Inf	1	0	0	0	2438	16	menadiol sodium diphosphate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17	estrone	0.53	0.06	1.91	0.5997053	2	852	39249	8824236	17	estrone	hormone replacement therapy	2.16	0.05	12.47	0.3737808	1	182	103	40519	17	estrone	hormone replacement therapy	46	78	0	0	417.02	1	0	3	17	2816	17	estrone	hormone replacement therapy	0	0	Inf	1	0	0	15	1225	17	estrone	hormone replacement therapy	0	0	1042.96	1	0	3	6	2251	17	estrone	hormone replacement therapy	-9.65	6.44255670343554e-05	827.92	0.990697	0.07	0.02	0.0003466837	1.72	0.49	0.000471096	835008
18	diethylstilbestrol	0	0	6.37	1	0	132	39251	8824956	18	diethylstilbestrol	prostate cancer	0	0	13.27	1	0	53	251	45891	18	diethylstilbestrol	prostate cancer	72.6	89.9	0	0	Inf	1	0	0	43	8420	18	diethylstilbestrol	prostate cancer	0	0	9915.12	1	0	1	49	14740	18	diethylstilbestrol	prostate cancer	0	0	Inf	1	0	0	0	51	18	diethylstilbestrol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19	sulfadiazine	0.73	0.2	1.88	0.8274557	4	1226	39247	8823862	19	sulfadiazine	hiv infection	0	0	10.35	1	0	129	166	58596	19	sulfadiazine	hiv infection	42	65.6	0	0	333.31	1	0	4	22	4641	19	sulfadiazine	hiv infection	0	0	156.55	1	0	8	23	5793	19	sulfadiazine	hiv infection	0	0	4120.81	1	0	3	3	3473	19	sulfadiazine	hiv infection	-10.62	2.44226396829177e-05	689.46	0.987715	0.04	0.02	0.008256831	1.18	0.63	0.05914944	893038
20	sulfadiazine sodium	0	0	542.69	1	0	3	39251	8825085	20	sulfadiazine sodium	anaemia	0	0	8870.45	1	0	1	75	19802	20	sulfadiazine sodium	anaemia	60.9	94.5	0	0	6759.53	1	0	1	14	2712	20	sulfadiazine sodium	anaemia	0	0	Inf	1	0	0	8	1864	20	sulfadiazine sodium	anaemia	0	0	12481.57	1	0	1	7	2782	20	sulfadiazine sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21	alcohol	1.31	0.99	1.69	0.04969552	58	9968	39193	8815120	21	alcohol	depression	2.04	1.13	3.39	0.01402791	15	824	1826	204491	21	alcohol	depression	25.6	85.5	0	0	10	1	0	40	316	32538	21	alcohol	depression	0	0	16.5	1	0	23	117	10944	21	alcohol	depression	0	0	12.28	1	0	35	235	25785	21	alcohol	depression	-10.68	2.30003758698791e-05	188.48	0.9548234	0.02	0	5.32524e-14	0.17	0.11	0.1264165	8371398
22	dextrose	0.38	0.32	0.46	3.877405e-36	123	71851	39128	8753237	22	dextrose	peritoneal dialysis	0.86	0.64	1.14	0.2931577	89	55683	115	61833	22	dextrose	peritoneal dialysis	63.5	88.9	1.28	0.2	53.44	1	19	7800	1	527	22	dextrose	peritoneal dialysis	Inf	0.15	Inf	1	10	9491	0	634	22	dextrose	peritoneal dialysis	0.63	0.09	26.98	0.4867849	13	8518	1	415	22	dextrose	peritoneal dialysis	0.42	1.52196155561863	1.02	0.6803319	0.11	0.02	2.928311e-09	-0.73	0.42	0.08231061	8190828
23	estrogens	1.04	0.94	1.16	0.3997001	382	82297	38869	8742791	23	estrogens	hormone replacement therapy	0.68	0.45	1.04	0.06783973	64	28521	40	12180	23	estrogens	hormone replacement therapy	46	78	0.58	0.06	2.51	0.7540922	2	527	15	2292	23	estrogens	hormone replacement therapy	0	0	Inf	1	0	0	15	1225	23	estrogens	hormone replacement therapy	4.87	0.7	53.91	0.06407121	4	656	2	1598	23	estrogens	hormone replacement therapy	1.17	3.2219926385285	0.88	0.1822834	0.07	0.02	0.0008526703	2.32	0.75	0.002129673	835008
24	meperidine	1.33	0.95	1.82	0.08127699	40	6756	39211	8818332	24	meperidine	pain	0.74	0.24	1.73	0.6961632	5	1182	1114	194652	24	meperidine	pain	28	84	1.37	0.03	7.83	0.5217055	1	131	214	38307	24	meperidine	pain	3.12	0.08	18.54	0.2798339	1	60	83	15537	24	meperidine	pain	1.8	0.04	10.42	0.4301689	1	91	166	27189	24	meperidine	pain	0.89	2.43512965128987	0.72	0.2119618	0.01	0	0.002216021	-0.14	0.13	0.2885852	8431288
25	homatropine methylbromide	1.8	0.49	4.64	0.2933802	4	500	39247	8824588	25	homatropine methylbromide	cough	0	0	12.33	1	0	121	38	14432	25	homatropine methylbromide	cough	39.5	83.4	0	0	44.35	1	0	26	12	3023	25	homatropine methylbromide	cough	0	0	159.86	1	0	16	4	1597	25	homatropine methylbromide	cough	0	0	103.62	1	0	12	10	2461	25	homatropine methylbromide	cough	-12.96	2.35257520000977e-06	1220.74	0.9915309	0.04	0.02	0.04497902	-0.47	0.59	0.4255517	841008
26	hydrocodone bitartrate	1.6	1.48	1.72	4.606026e-32	753	106868	38498	8718220	26	hydrocodone bitartrate	pain	1.51	1.28	1.78	1.252601e-06	180	22048	939	173786	26	hydrocodone bitartrate	pain	28	84	0.97	0.6	1.5	1	23	4239	192	34199	26	hydrocodone bitartrate	pain	0.7	0.25	1.59	0.4683651	6	1552	78	14045	26	hydrocodone bitartrate	pain	0.98	0.56	1.6	1	18	2996	149	24284	26	hydrocodone bitartrate	pain	-0.11	0.895834135296528	0.22	0.6148167	0.01	0	0.002467879	-0.14	0.13	0.2883647	8431288
27	ethinyl estradiol	0.78	0.71	0.85	2.446006e-08	476	136748	38775	8688340	27	ethinyl estradiol	contraception	16.38	11.31	24.45	3.296811e-88	261	51982	32	104360	27	ethinyl estradiol	contraception	20.3	45	10.28	4.54	24.29	4.948119e-09	17	3279	11	21812	27	ethinyl estradiol	contraception	0	0	Inf	1	0	5	0	17	27	ethinyl estradiol	contraception	12.15	5.75	26.93	4.476947e-12	22	4040	12	26770	27	ethinyl estradiol	contraception	2.49	12.0612761204447	0.36	4.109368e-12	0.05	0.02	0.004148806	-10.81	775.5	0.9888815	8308668
28	iophendylate	0	0	156.18	1	0	7	39251	8825081	28	iophendylate	nuclear magnetic resonance imaging	0	0	5170.52	1	0	2	9	7658	28	iophendylate	nuclear magnetic resonance imaging	29	50.8	0	0	Inf	1	0	0	2	280	28	iophendylate	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	1	256	28	iophendylate	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	4	557	28	iophendylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29	methamphetamine	0.33	0.09	0.85	0.01347507	4	2720	39247	8822368	29	methamphetamine	drug abuse	0	0	30.06	1	0	64	11	4718	29	methamphetamine	drug abuse	23	23	0	0	Inf	1	0	0	0	0	29	methamphetamine	drug abuse	0	0	2779.36	1	0	8	1	595	29	methamphetamine	drug abuse	0	0	Inf	1	0	5	0	678	29	methamphetamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30	dicumarol	0	0	28.43	1	0	31	39251	8825057	30	dicumarol	pulmonary hypertension	0	0	776.72	1	0	7	40	42735	30	dicumarol	pulmonary hypertension	37	86.7	0	0	Inf	1	0	0	16	16737	30	dicumarol	pulmonary hypertension	0	0	Inf	1	0	0	6	4840	30	dicumarol	pulmonary hypertension	0	0	Inf	1	0	0	12	14518	30	dicumarol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31	aminohippurate sodium	0	0	113.57	1	0	9	39251	8825079	31	aminohippurate sodium	renal transplant	0	0	2421.9	1	0	2	49	21672	31	aminohippurate sodium	renal transplant	48.5	75.5	0	0	Inf	1	0	0	9	2249	31	aminohippurate sodium	renal transplant	0	0	Inf	1	0	0	7	2278	31	aminohippurate sodium	renal transplant	0	0	Inf	1	0	0	4	1510	31	aminohippurate sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32	mannitol	0.88	0.47	1.51	0.793286	13	3314	39238	8821774	32	mannitol	prophylaxis	1.44	0.17	5.27	0.406784	2	328	441	104059	32	mannitol	prophylaxis	33.3	85.6	0	0	9.2	1	0	88	115	24334	32	mannitol	prophylaxis	0	0	14.06	1	0	68	56	13686	32	mannitol	prophylaxis	0	0	20.66	1	0	38	73	14449	32	mannitol	prophylaxis	-11.6	9.16608773624762e-06	371.13	0.9750716	0.05	0.01	1.988438e-12	-0.33	0.18	0.06611227	8283708
33	tubocurarine chloride	0	0	340.33	1	0	4	39251	8825084	33	tubocurarine chloride	anaesthesia	0	0	222.49	1	0	4	46	6614	33	tubocurarine chloride	anaesthesia	NA	NA	0	0	Inf	1	0	0	0	0	33	tubocurarine chloride	anaesthesia	0	0	Inf	1	0	0	0	388	33	tubocurarine chloride	anaesthesia	0	0	Inf	1	0	0	0	495	33	tubocurarine chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	triple sulfa\>	0	0	67.78	1	0	14	39251	8825074	35	triple sulfa\>	antibacterial prophylaxis	0	0	Inf	1	0	1	0	163	35	triple sulfa\>	antibacterial prophylaxis	NA	NA	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	antibacterial prophylaxis	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	antibacterial prophylaxis	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36	sulfacetamide	4.28	2.04	7.93	0.0001756206	10	526	39241	8824562	36	sulfacetamide	acne	0	0	31.01	1	0	66	66	34648	36	sulfacetamide	acne	19.6	48.5	0	0	123.88	1	0	7	12	1927	36	sulfacetamide	acne	0	0	7891.44	1	0	5	1	1153	36	sulfacetamide	acne	0	0	66.29	1	0	14	13	2531	36	sulfacetamide	acne	-12.04	5.90329434098699e-06	887.46	0.9891725	0.01	0.02	0.6561844	-1.73	1.04	0.09761653	837178
38	nitrofurazone	0	0	67.78	1	0	14	39251	8825074	38	nitrofurazone	pain	0	0	265.19	1	0	4	1119	195830	38	nitrofurazone	pain	28	84	0	0	Inf	1	0	0	215	38438	38	nitrofurazone	pain	0	0	Inf	1	0	0	84	15597	38	nitrofurazone	pain	0	0	Inf	1	0	0	167	27280	38	nitrofurazone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39	diphenhydramine	1.3	1.18	1.43	1.647958e-07	430	74327	38821	8750761	39	diphenhydramine	premedication	1.15	0.79	1.65	0.4688798	53	10687	78	18041	39	diphenhydramine	premedication	40.9	80.2	1.97	0.9	4.5	0.06731459	18	2069	12	2721	39	diphenhydramine	premedication	2.05	0.44	10.35	0.3132052	5	1076	4	1764	39	diphenhydramine	premedication	1.56	0.65	3.89	0.3187502	15	2003	10	2080	39	diphenhydramine	premedication	0.64	1.89648087930495	0.35	0.06861213	0.05	0.01	4.998761e-05	-0.65	0.39	0.1006348	869578
40	trimethadione	0	0	23.57	1	0	37	39251	8825051	40	trimethadione	epilepsy	0	0	26.98	1	0	13	555	45498	40	trimethadione	epilepsy	8.4	79.4	0	0	185.45	1	0	3	85	6478	40	trimethadione	epilepsy	0	0	3065.59	1	0	1	43	3549	40	trimethadione	epilepsy	0	0	123.92	1	0	4	52	4184	40	trimethadione	epilepsy	-9.43	8.02791999364078e-05	393.15	0.9808624	0.03	0	3.483151e-08	-0.04	0.21	0.8429071	878338
41	folic acid	1	0.93	1.09	0.9020269	609	136260	38642	8688828	41	folic acid	rheumatoid arthritis	1.34	1.1	1.62	0.003033493	125	48581	795	414286	41	folic acid	rheumatoid arthritis	47.2	86	1.98	1.37	2.8	0.0002559014	39	9813	197	98080	41	folic acid	rheumatoid arthritis	4.38	2.46	7.52	8.102007e-07	20	2174	49	23328	41	folic acid	rheumatoid arthritis	1.22	0.74	1.92	0.3800209	21	9741	175	99038	41	folic acid	rheumatoid arthritis	0.58	1.78603843075007	0.17	0.0006230927	0.09	0.01	6.941851e-54	0.31	0.14	0.02661696	81345468
42	tripelennamine	0	0	80.78	1	0	12	39251	8825076	42	tripelennamine	drug abuse	0	0	704.94	1	0	4	11	4778	42	tripelennamine	drug abuse	23	23	0	0	Inf	1	0	0	0	0	42	tripelennamine	drug abuse	0	0	Inf	1	0	0	1	603	42	tripelennamine	drug abuse	0	0	Inf	1	0	0	0	683	42	tripelennamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
43	tripelennamine citrate	0	0	7712.13	1	0	1	39251	8825087	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	NA	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
44	dihydroergotamine mesylate	1.76	0.76	3.48	0.1487854	8	1021	39243	8824067	44	dihydroergotamine mesylate	migraine	2.48	0.3	9.2	0.1974636	2	179	188	41663	44	dihydroergotamine mesylate	migraine	32	71.9	0	0	30.88	1	0	20	45	6614	44	dihydroergotamine mesylate	migraine	0	0	398.86	1	0	4	5	1072	44	dihydroergotamine mesylate	migraine	0	0	27.71	1	0	24	46	7396	44	dihydroergotamine mesylate	migraine	-12.34	4.37326800985043e-06	743.96	0.9867693	0.02	0.01	0.05268298	-0.29	0.47	0.5353414	885478
45	protein hydrolysate	0	0	100.45	1	0	10	39251	8825078	45	protein hydrolysate	rheumatoid arthritis	0	0	2756.34	1	0	2	920	462865	45	protein hydrolysate	rheumatoid arthritis	47.2	86	0	0	Inf	1	0	0	236	107893	45	protein hydrolysate	rheumatoid arthritis	0	0	Inf	1	0	0	69	25502	45	protein hydrolysate	rheumatoid arthritis	0	0	Inf	1	0	0	196	108779	45	protein hydrolysate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46	dimercaprol	0	0	245.17	1	0	5	39251	8825083	46	dimercaprol	status epilepticus	0	0	1759.3	1	0	1	39	1808	46	dimercaprol	status epilepticus	2	77.6	0	0	4338.57	1	0	1	3	357	46	dimercaprol	status epilepticus	0	0	1901.55	1	0	1	4	200	46	dimercaprol	status epilepticus	0	0	Inf	1	0	0	1	245	46	dimercaprol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47	sulfacetamide sodium	4.42	2.34	7.61	1.44886e-05	13	662	39238	8824426	47	sulfacetamide sodium	acne	0	0	36.06	1	0	57	66	34657	47	sulfacetamide sodium	acne	19.6	48.5	0	0	105.68	1	0	8	12	1926	47	sulfacetamide sodium	acne	0	0	6708.97	1	0	6	1	1152	47	sulfacetamide sodium	acne	0	0	78.84	1	0	12	13	2533	47	sulfacetamide sodium	acne	-12	6.14421235332821e-06	906.25	0.9894373	0.01	0.02	0.6515518	-1.73	1.04	0.09799264	837178
48	sodium tetradecyl	0	0	8.72	1	0	97	39251	8824991	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	18	0	20	48	sodium tetradecyl	spider vein	NA	NA	0	0	Inf	1	0	0	0	0	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	0	0	1	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	0	0	1	48	sodium tetradecyl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	chloroquine phosphate	0.29	0.01	1.64	0.2752357	1	767	39250	8824321	49	chloroquine phosphate	rheumatoid arthritis	1.59	0.04	8.96	0.4672284	1	316	919	462551	49	chloroquine phosphate	rheumatoid arthritis	47.2	86	0	0	317.9	1	0	7	236	107886	49	chloroquine phosphate	rheumatoid arthritis	0	0	2034.92	1	0	2	69	25500	49	chloroquine phosphate	rheumatoid arthritis	0	0	183.32	1	0	13	196	108766	49	chloroquine phosphate	rheumatoid arthritis	-7.35	0.000642592360355558	214.23	0.9726312	0.09	0.01	3.508e-54	0.31	0.14	0.02697085	81345468
50	chloroquine	0.23	0.03	0.83	0.01582252	2	1958	39249	8823130	50	chloroquine	rheumatoid arthritis	0.54	0.01	3.04	1	1	927	919	461940	50	chloroquine	rheumatoid arthritis	47.2	86	0	0	13.56	1	0	127	236	107766	50	chloroquine	rheumatoid arthritis	0	0	62.93	1	0	24	69	25478	50	chloroquine	rheumatoid arthritis	0	0	12.13	1	0	172	196	108607	50	chloroquine	rheumatoid arthritis	-10.99	1.68695556737774e-05	258.77	0.9661186	0.09	0.01	3.529203e-54	0.31	0.14	0.02689644	81345468
51	mephenytoin	0	0	26.6	1	0	33	39251	8825055	51	mephenytoin	epilepsy	0	0	22.92	1	0	15	555	45496	51	mephenytoin	epilepsy	8.4	79.4	0	0	2841.65	1	0	1	85	6480	51	mephenytoin	epilepsy	0	0	Inf	1	0	0	43	3550	51	mephenytoin	epilepsy	0	0	2994.1	1	0	1	52	4187	51	mephenytoin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
52	ferrous	1.87	1.67	2.09	8.042168e-24	318	38409	38933	8786679	52	ferrous	hypertension	1.47	0.96	2.17	0.05529885	26	3274	1724	319484	52	ferrous	hypertension	45.2	92.2	1.23	0.4	2.92	0.6103034	5	918	290	65687	52	ferrous	hypertension	1.39	0.17	5.17	0.6580657	2	397	114	31467	52	ferrous	hypertension	0.93	0.19	2.77	1	3	612	210	39867	52	ferrous	hypertension	0.03	1.03045453395352	0.45	0.9510248	0.05	0	3.830427e-24	-0.31	0.12	0.006579749	8726728
