results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
11	aminophylline	0.45	0.23	0.79	0.002311419	12	1692	137796	8724839	11	aminophylline	asthma	0	0	0.59	0.003559545	0	363	1750	101305	11	aminophylline	asthma	4	65	0	0	13.15	1	0	26	161	13744	11	aminophylline	asthma	0	0	12.26	1	0	30	69	6306	11	aminophylline	asthma	0	0	25.91	1	0	21	112	14887	11	aminophylline	asthma	-11.96	6.39496241626996e-06	314.58	0.9696683	-0.04	0	6.493014e-36	0.05	0.16	0.7562117	8214258
12	sulfur	0.26	0.03	0.94	0.04107559	2	488	137806	8726043	12	sulfur	acne	0	0	0.94	0.0314153	0	50	2612	32118	12	sulfur	acne	14	42.5	0	0	19.7	1	0	7	102	2859	12	sulfur	acne	0	0	48.24	1	0	3	56	1100	12	sulfur	acne	0	0	36.63	1	0	6	59	2493	12	sulfur	acne	-12.09	5.61538727863537e-06	476.21	0.9797465	-0.03	0.01	0.00233012	0.61	0.2	0.001670002	837178
13	methyltestosterone	3.09	1.71	5.18	0.0001972403	15	307	137793	8726224	13	methyltestosterone	hormone replacement therapy	0	0	16.93	1	0	56	165	40584	13	methyltestosterone	hormone replacement therapy	37.6	75.2	0	0	100.57	1	0	9	17	3102	13	methyltestosterone	hormone replacement therapy	0	0	1891.84	1	0	4	2	1234	13	methyltestosterone	hormone replacement therapy	0	0	119.72	1	0	6	17	2237	13	methyltestosterone	hormone replacement therapy	-12.23	4.88178317563535e-06	1223.22	0.9920228	-0.01	0.02	0.4652669	-1.56	0.75	0.03674563	835008
14	vasopressin tannate	0	0	37.1	1	0	8	137808	8726523	14	vasopressin tannate	systemic candida	0	0	6270.72	1	0	4	1	712	14	vasopressin tannate	systemic candida	NA	NA	0	0	Inf	1	0	0	0	0	14	vasopressin tannate	systemic candida	0	0	Inf	1	0	0	0	60	14	vasopressin tannate	systemic candida	0	0	Inf	1	0	0	0	47	14	vasopressin tannate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15	ergocalciferol	0.44	0.42	0.47	2.686903e-189	997	141271	136811	8585260	15	ergocalciferol	osteoporosis	1.44	1.11	1.85	0.005688461	73	16643	455	149317	15	ergocalciferol	osteoporosis	51	82.5	1.06	0.21	3.4	0.7597318	3	1971	32	22343	15	ergocalciferol	osteoporosis	0	0	8.36	1	0	228	7	2731	15	ergocalciferol	osteoporosis	1.18	0.23	3.79	0.7415503	3	2172	30	25550	15	ergocalciferol	osteoporosis	-0.05	0.951229424500714	0.6	0.9280713	-0.01	0.01	0.6380191	0.67	0.42	0.1064129	8307218
16	menadiol sodium diphosphate	0	0	338.01	1	0	2	137808	8726529	16	menadiol sodium diphosphate	cystic fibrosis	0	0	16201.47	1	0	1	18	10011	16	menadiol sodium diphosphate	cystic fibrosis	9	48.2	0	0	Inf	1	0	0	9	3739	16	menadiol sodium diphosphate	cystic fibrosis	0	0	Inf	1	0	0	2	2067	16	menadiol sodium diphosphate	cystic fibrosis	0	0	Inf	1	0	0	9	2429	16	menadiol sodium diphosphate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17	estrone	1.13	0.63	1.88	0.579394	15	839	137793	8725692	17	estrone	hormone replacement therapy	0	0	5.05	1	0	183	165	40457	17	estrone	hormone replacement therapy	37.6	75.2	0	0	460.59	1	0	3	17	3108	17	estrone	hormone replacement therapy	0	0	Inf	1	0	0	2	1238	17	estrone	hormone replacement therapy	0	0	331.41	1	0	3	17	2240	17	estrone	hormone replacement therapy	-10.62	2.44226396829177e-05	839.73	0.9899056	-0.01	0.02	0.4649178	-1.57	0.75	0.03649748	835008
18	diethylstilbestrol	1.47	0.3	4.4	0.4639391	3	129	137805	8726402	18	diethylstilbestrol	prostate cancer	8.59	0.21	51.16	0.1126556	1	52	103	46039	18	diethylstilbestrol	prostate cancer	63	89	0	0	4.5036e+15	1	0	1	11	12040	18	diethylstilbestrol	prostate cancer	0	0	4.5036e+15	1	0	1	13	14776	18	diethylstilbestrol	prostate cancer	0	0	Inf	1	0	0	0	51	18	diethylstilbestrol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19	sulfadiazine	0.26	0.08	0.6	0.0002907653	5	1225	137803	8725306	19	sulfadiazine	hiv infection	0	0	2.5	0.4106476	0	129	677	58085	19	sulfadiazine	hiv infection	24.5	63	0	0	43.6	1	0	7	122	7587	19	sulfadiazine	hiv infection	0	0	30.46	1	0	8	111	5705	19	sulfadiazine	hiv infection	0	0	315.84	1	0	3	27	3449	19	sulfadiazine	hiv infection	-11.5	1.01300935986307e-05	433.53	0.9788346	-0.01	0.01	0.04983677	1	0.22	5.408352e-06	893038
20	sulfadiazine sodium	0	0	152.98	1	0	3	137808	8726528	20	sulfadiazine sodium	anaemia	0	0	7415.78	1	0	1	92	19785	20	sulfadiazine sodium	anaemia	15.7	78	0	0	Inf	1	0	0	11	3685	20	sulfadiazine sodium	anaemia	0	0	Inf	1	0	0	8	1864	20	sulfadiazine sodium	anaemia	0	0	12481.57	1	0	1	7	2782	20	sulfadiazine sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21	alcohol	16.84	16.02	17.67	0	2082	7944	135726	8718587	21	alcohol	depression	5.79	4.99	6.69	6.860534e-99	286	553	16925	189392	21	alcohol	depression	16.8	72	12.39	6.91	22.09	7.714184e-16	25	28	2055	28514	21	alcohol	depression	7.53	2.87	18.72	3.514648e-05	9	14	870	10191	21	alcohol	depression	18.39	8.92	38.06	3.585399e-14	18	17	1416	24604	21	alcohol	depression	2.39	10.913493943042	0.27	9.105814e-19	-0.02	0	9.386583e-100	0.35	0.04	8.924428e-15	8371398
22	dextrose	0.03	0.02	0.04	0	35	71939	137773	8654592	22	dextrose	peritoneal dialysis	0.59	0.31	1.07	0.07137585	18	55754	34	61914	22	dextrose	peritoneal dialysis	30	79.2	Inf	0	Inf	1	1	15375	0	858	22	dextrose	peritoneal dialysis	Inf	0.03	Inf	1	3	9498	0	634	22	dextrose	peritoneal dialysis	Inf	0	Inf	1	1	8530	0	416	22	dextrose	peritoneal dialysis	14.13	1369559.89271464	1448.4	0.9922149	-0.03	0.03	0.2925411	1.06	1.16	0.3604031	8190828
23	estrogens	0.51	0.47	0.55	1.107991e-82	665	82014	137143	8644517	23	estrogens	hormone replacement therapy	0.24	0.17	0.33	1.166603e-19	59	28526	106	12114	23	estrogens	hormone replacement therapy	37.6	75.2	2.57	0.78	7.61	0.09980094	6	545	11	2566	23	estrogens	hormone replacement therapy	0	0	Inf	1	0	0	2	1238	23	estrogens	hormone replacement therapy	1.33	0.4	3.93	0.5960707	6	654	11	1589	23	estrogens	hormone replacement therapy	0.36	1.43332941456034	0.52	0.4865271	-0.02	0.02	0.396568	-1.45	0.77	0.05880767	835008
24	meperidine	1.95	1.69	2.24	2.175418e-17	203	6593	137605	8719938	24	meperidine	pain	2.42	1.86	3.1	5.424164e-10	67	1120	4727	191039	24	meperidine	pain	24.5	76.8	0.52	0.01	2.97	1	1	140	479	35014	24	meperidine	pain	1.15	0.03	6.7	0.5865863	1	60	224	15396	24	meperidine	pain	0	0	3.65	0.6295931	0	92	305	27050	24	meperidine	pain	-0.76	0.467666427009909	1	0.448375	-0.02	0	1.891474e-24	0.29	0.09	0.001279649	8431288
25	homatropine methylbromide	1.02	0.44	2.03	0.8568242	8	496	137800	8726035	25	homatropine methylbromide	cough	0	0	6.09	1	0	121	75	14395	25	homatropine methylbromide	cough	13	86.6	0	0	54.03	1	0	28	11	3603	25	homatropine methylbromide	cough	0	0	252.12	1	0	16	3	1598	25	homatropine methylbromide	cough	0	0	92.68	1	0	12	11	2460	25	homatropine methylbromide	cough	-12.38	4.20178971844699e-06	1200.05	0.9917699	-0.03	0.01	0.01375691	-0.95	0.65	0.1450496	841008
26	hydrocodone bitartrate	3.59	3.49	3.69	0	5615	102006	132193	8624525	26	hydrocodone bitartrate	pain	1.54	1.42	1.67	3.448087e-25	778	21450	4016	170709	26	hydrocodone bitartrate	pain	24.5	76.8	1.49	1.14	1.91	0.002810513	76	3950	404	31204	26	hydrocodone bitartrate	pain	1.74	1.18	2.51	0.004630825	36	1522	189	13934	26	hydrocodone bitartrate	pain	1.26	0.88	1.76	0.1670645	41	2973	264	24169	26	hydrocodone bitartrate	pain	0.39	1.47698079388264	0.12	0.001876806	-0.02	0	1.622578e-24	0.29	0.09	0.0009851112	8431288
27	ethinyl estradiol	0.55	0.52	0.59	7.765571e-111	1198	136026	136610	8590505	27	ethinyl estradiol	contraception	1.34	1.17	1.54	2.074797e-05	362	51881	540	103852	27	ethinyl estradiol	contraception	17	42.5	1.23	0.71	2.02	0.4174672	19	3639	101	23787	27	ethinyl estradiol	contraception	0	0	Inf	1	0	5	0	17	27	ethinyl estradiol	contraception	1.07	0.62	1.75	0.7989522	19	4043	117	26665	27	ethinyl estradiol	contraception	0.07	1.07250818125422	0.25	0.780651	-0.01	0.01	0.5549213	-10.19	310.03	0.9737902	8308668
28	iophendylate	0	0	43.94	1	0	7	137808	8726524	28	iophendylate	nuclear magnetic resonance imaging	0	0	16384	1	0	2	4	7663	28	iophendylate	nuclear magnetic resonance imaging	NA	NA	0	0	Inf	1	0	0	0	0	28	iophendylate	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	257	28	iophendylate	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	561	28	iophendylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29	methamphetamine	8.72	7.74	9.79	8.913492e-178	329	2395	137479	8724136	29	methamphetamine	drug abuse	7.57	3.69	14.48	1.957586e-07	13	51	154	4575	29	methamphetamine	drug abuse	18	64.2	5.65	0.58	28.57	0.06585495	2	9	41	1046	29	methamphetamine	drug abuse	10.58	0.98	64.77	0.02589987	2	6	18	578	29	methamphetamine	drug abuse	0	0	25.42	1	0	5	29	649	29	methamphetamine	drug abuse	1.59	4.90374892832662	0.79	0.04293485	0	0.01	0.8890841	-0.28	0.3	0.3429317	812878
30	dicumarol	0	0	8	1	0	31	137808	8726500	30	dicumarol	pulmonary hypertension	0	0	816.48	1	0	7	37	42738	30	dicumarol	pulmonary hypertension	21.2	69.7	0	0	Inf	1	0	0	12	12549	30	dicumarol	pulmonary hypertension	0	0	Inf	1	0	0	2	4844	30	dicumarol	pulmonary hypertension	0	0	Inf	1	0	0	12	14518	30	dicumarol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31	aminohippurate sodium	0	0	32.08	1	0	9	137808	8726522	31	aminohippurate sodium	renal transplant	0	0	3394.65	1	0	2	36	21685	31	aminohippurate sodium	renal transplant	17	69	0	0	Inf	1	0	0	2	3111	31	aminohippurate sodium	renal transplant	0	0	Inf	1	0	0	2	2283	31	aminohippurate sodium	renal transplant	0	0	Inf	1	0	0	4	1510	31	aminohippurate sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32	mannitol	0.02	0	0.11	2.325804e-21	1	3326	137807	8723205	32	mannitol	prophylaxis	0	0	2.41	0.4136143	0	330	487	104013	32	mannitol	prophylaxis	31.5	82.4	0	0	11.43	1	0	92	87	23802	32	mannitol	prophylaxis	0	0	15.5	1	0	68	51	13691	32	mannitol	prophylaxis	0	0	33.31	1	0	38	46	14476	32	mannitol	prophylaxis	-12.08	5.67182285902797e-06	381.31	0.9747344	-0.02	0	0.0001830534	0.2	0.2	0.3207348	8283708
33	tubocurarine chloride	21.11	0.4	262.68	0.0607502	1	3	137807	8726528	33	tubocurarine chloride	anaesthesia	197.1	3.52	2796.04	0.007185062	1	3	11	6649	33	tubocurarine chloride	anaesthesia	64	64	0	0	Inf	1	0	0	0	0	33	tubocurarine chloride	anaesthesia	0	0	Inf	1	0	0	0	388	33	tubocurarine chloride	anaesthesia	0	0	Inf	1	0	0	1	494	33	tubocurarine chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	triple sulfa\>	0	0	19.09	1	0	14	137808	8726517	35	triple sulfa\>	antibacterial prophylaxis	0	0	Inf	1	0	1	0	163	35	triple sulfa\>	antibacterial prophylaxis	NA	NA	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	antibacterial prophylaxis	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	antibacterial prophylaxis	0	0	Inf	1	0	0	0	0	35	triple sulfa\>	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36	sulfacetamide	0.48	0.13	1.23	0.1600031	4	532	137804	8725999	36	sulfacetamide	acne	0.38	0.05	1.45	0.2387254	2	64	2610	32104	36	sulfacetamide	acne	14	42.5	2.17	0.05	14.72	0.3877953	1	13	101	2853	36	sulfacetamide	acne	0	0	21.85	1	0	5	56	1098	36	sulfacetamide	acne	3.29	0.08	22.65	0.2793009	1	13	58	2486	36	sulfacetamide	acne	0.6	1.82211880039051	1.04	0.5647163	-0.03	0.01	0.002326723	0.61	0.2	0.001669102	837178
38	nitrofurazone	0	0	19.09	1	0	14	137808	8726517	38	nitrofurazone	pain	0	0	60.62	1	0	4	4794	192155	38	nitrofurazone	pain	24.5	76.8	0	0	Inf	1	0	0	480	35154	38	nitrofurazone	pain	0	0	Inf	1	0	0	225	15456	38	nitrofurazone	pain	0	0	Inf	1	0	0	305	27142	38	nitrofurazone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39	diphenhydramine	3.5	3.38	3.62	0	3841	70916	133967	8655615	39	diphenhydramine	premedication	0.88	0.58	1.3	0.5654755	40	10700	77	18042	39	diphenhydramine	premedication	17.6	69.6	2.69	0.97	8.56	0.04262762	14	2297	6	2651	39	diphenhydramine	premedication	2.73	0.53	17.63	0.1650124	5	1076	3	1765	39	diphenhydramine	premedication	2.29	0.73	8.4	0.1366409	11	2007	5	2085	39	diphenhydramine	premedication	0.86	2.36316069370579	0.44	0.04859685	-0.01	0.01	0.2215269	-0.27	0.44	0.540056	869578
40	trimethadione	1.76	0.04	10.44	0.4399526	1	36	137807	8726495	40	trimethadione	epilepsy	0	0	16.77	1	0	13	885	45168	40	trimethadione	epilepsy	11	68.6	0	0	78.28	1	0	3	168	5408	40	trimethadione	epilepsy	0	0	1551.85	1	0	1	86	3506	40	trimethadione	epilepsy	0	0	61.25	1	0	4	103	4133	40	trimethadione	epilepsy	-10.83	1.97966069719794e-05	394.76	0.9781119	0	0	0.5928532	-0.02	0.15	0.9145547	878338
41	folic acid	0.29	0.27	0.31	0	628	136241	137180	8590290	41	folic acid	rheumatoid arthritis	1.07	0.83	1.35	0.5812836	79	48627	631	414450	41	folic acid	rheumatoid arthritis	33.1	75	1.26	0.72	2.1	0.3246484	17	10260	137	104556	41	folic acid	rheumatoid arthritis	1.68	0.58	4.02	0.2711806	6	2188	38	23339	41	folic acid	rheumatoid arthritis	1	0.5	1.81	1	12	9750	122	99091	41	folic acid	rheumatoid arthritis	0.16	1.17351087099181	0.25	0.527764	-0.01	0.01	0.023885	0.36	0.17	0.03877345	81345468
42	tripelennamine	5.76	0.13	39.61	0.1714031	1	11	137807	8726520	42	tripelennamine	drug abuse	9.27	0.18	116.07	0.1322929	1	3	166	4623	42	tripelennamine	drug abuse	18	64.2	0	0	Inf	1	0	0	43	1055	42	tripelennamine	drug abuse	0	0	Inf	1	0	0	20	584	42	tripelennamine	drug abuse	0	0	Inf	1	0	0	29	654	42	tripelennamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
43	tripelennamine citrate	0	0	2377.91	1	0	1	137808	8726530	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	NA	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	0	0	Inf	1	0	0	0	0	43	tripelennamine citrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
44	dihydroergotamine mesylate	0.81	0.43	1.39	0.528912	13	1016	137795	8725515	44	dihydroergotamine mesylate	migraine	1.12	0.3	2.92	0.7853134	4	177	830	41021	44	dihydroergotamine mesylate	migraine	21	65	0	0	9.92	1	0	24	118	6947	44	dihydroergotamine mesylate	migraine	0	0	47.84	1	0	4	34	1043	44	dihydroergotamine mesylate	migraine	0	0	12.4	1	0	24	100	7342	44	dihydroergotamine mesylate	migraine	-12.51	3.6895723534573e-06	448.08	0.9777292	-0.01	0.01	0.03346139	0.86	0.2	1.921352e-05	885478
45	protein hydrolysate	7.04	0.16	50.72	0.1450263	1	9	137807	8726522	45	protein hydrolysate	rheumatoid arthritis	0	0	3661.17	1	0	2	710	463075	45	protein hydrolysate	rheumatoid arthritis	33.1	75	0	0	Inf	1	0	0	154	114816	45	protein hydrolysate	rheumatoid arthritis	0	0	Inf	1	0	0	44	25527	45	protein hydrolysate	rheumatoid arthritis	0	0	Inf	1	0	0	134	108841	45	protein hydrolysate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46	dimercaprol	0	0	69.1	1	0	5	137808	8726526	46	dimercaprol	status epilepticus	0	0	6446.3	1	0	1	10	1837	46	dimercaprol	status epilepticus	8.2	66.9	0	0	Inf	1	0	0	2	275	46	dimercaprol	status epilepticus	0	0	Inf	1	0	1	0	204	46	dimercaprol	status epilepticus	0	0	Inf	1	0	0	4	242	46	dimercaprol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47	sulfacetamide sodium	1.64	0.95	2.64	0.05866797	17	658	137791	8725873	47	sulfacetamide sodium	acne	0.45	0.05	1.7	0.4435812	2	55	2610	32113	47	sulfacetamide sodium	acne	14	42.5	2.57	0.06	17.98	0.3432458	1	11	101	2855	47	sulfacetamide sodium	acne	0	0	17.02	1	0	6	56	1097	47	sulfacetamide sodium	acne	3.9	0.09	27.63	0.2446935	1	11	58	2488	47	sulfacetamide sodium	acne	0.66	1.93479233440203	1.04	0.5289563	-0.03	0.01	0.002273758	0.61	0.2	0.001752105	837178
48	sodium tetradecyl	0	0	2.45	0.4109266	0	97	137808	8726434	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	18	0	20	48	sodium tetradecyl	spider vein	NA	NA	0	0	Inf	1	0	0	0	0	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	0	0	1	48	sodium tetradecyl	spider vein	0	0	Inf	1	0	0	0	1	48	sodium tetradecyl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	chloroquine phosphate	2.4	1.58	3.49	4.930847e-05	28	740	137780	8725791	49	chloroquine phosphate	rheumatoid arthritis	2.07	0.05	11.63	0.3848105	1	316	709	462761	49	chloroquine phosphate	rheumatoid arthritis	33.1	75	0	0	246.05	1	0	13	154	114803	49	chloroquine phosphate	rheumatoid arthritis	0	0	3249.88	1	0	2	44	25525	49	chloroquine phosphate	rheumatoid arthritis	0	0	268.17	1	0	13	134	108828	49	chloroquine phosphate	rheumatoid arthritis	-8.02	0.00032882002281404	227.35	0.9718472	-0.01	0.01	0.02458602	0.36	0.17	0.0392379	81345468
50	chloroquine	2.03	1.55	2.63	8.883334e-07	61	1899	137747	8724632	50	chloroquine	rheumatoid arthritis	3.55	1.15	8.36	0.01489787	5	923	705	462154	50	chloroquine	rheumatoid arthritis	33.1	75	0	0	17.24	1	0	163	154	114653	50	chloroquine	rheumatoid arthritis	0	0	100.12	1	0	24	44	25503	50	chloroquine	rheumatoid arthritis	0	0	17.82	1	0	172	134	108669	50	chloroquine	rheumatoid arthritis	-10.96	1.73833101298252e-05	281.87	0.9689823	-0.01	0.01	0.02426717	0.36	0.17	0.03957673	81345468
51	mephenytoin	6.33	1.24	20.36	0.01447912	3	30	137805	8726501	51	mephenytoin	epilepsy	0	0	14.25	1	0	15	885	45166	51	mephenytoin	epilepsy	11	68.6	0	0	1231.96	1	0	1	168	5410	51	mephenytoin	epilepsy	0	0	Inf	1	0	0	86	3507	51	mephenytoin	epilepsy	0	0	1529.04	1	0	1	103	4136	51	mephenytoin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
