results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg	count	count_change	count_label
563	arginine	0.97	0.5	1.7	1	12	1442	75259	8787626	563	arginine	hypertension	0	0	1.77	0.2805442	0	244	2767	321497	563	arginine	hypertension	41	82.2	0	0	4.52	1	0	68	757	61282	563	arginine	hypertension	0	0	11.64	1	0	41	258	31681	563	arginine	hypertension	0	0	7.22	1	0	37	584	40071	563	arginine	hypertension	-11.1	1.5112323819855e-05	163.45	0.9458776	-0.02	0	3.422665e-12	-0.6	0.08	2.343184e-15	8726728	161	161	80
55	ascorbic acid	1.22	1.08	1.38	0.001445658	269	25710	75002	8763358	55	ascorbic acid	hypertension	1.29	0.81	1.97	0.2217049	22	1981	2745	319760	55	ascorbic acid	hypertension	41	82.2	0.53	0.01	2.98	1	1	154	756	61196	55	ascorbic acid	hypertension	0	0	5.61	1	0	83	258	31639	55	ascorbic acid	hypertension	0.69	0.02	3.93	1	1	100	583	40008	55	ascorbic acid	hypertension	-0.71	0.491644197460965	1	0.480843	-0.02	0	3.789203e-12	-0.6	0.08	2.267672e-15	8726728	161	161	80
106	aspirin	0.98	0.94	1.02	0.254973	3007	358407	72264	8430661	106	aspirin	hypertension	1	0.89	1.12	0.9773541	360	41820	2407	279921	106	aspirin	hypertension	41	82.2	1.1	0.89	1.35	0.3629283	111	8280	646	53070	106	aspirin	hypertension	0.99	0.68	1.4	1	38	4716	220	27006	106	aspirin	hypertension	1.28	1.01	1.62	0.03825266	85	4700	499	35408	106	aspirin	hypertension	0.23	1.25860000992948	0.1	0.02191799	-0.02	0	9.848784e-13	-0.6	0.08	1.054277e-15	8726728	161	161	80
767	atenolol	0.97	0.91	1.04	0.4644645	901	107877	74370	8681191	767	atenolol	hypertension	1.16	1.01	1.33	0.03456024	235	23852	2532	297889	767	atenolol	hypertension	41	82.2	1.12	0.84	1.48	0.3786658	56	4069	701	57281	767	atenolol	hypertension	1.2	0.7	1.95	0.4247894	18	1862	240	29860	767	atenolol	hypertension	1.13	0.81	1.53	0.4155792	46	2823	538	37285	767	atenolol	hypertension	0.14	1.15027379885723	0.13	0.2924403	-0.02	0	3.588793e-12	-0.59	0.08	2.778077e-15	8726728	161	161	80
1259	atorvastatin calcium	0.97	0.92	1.02	0.2491218	1525	183434	73746	8605634	1259	atorvastatin calcium	hypertension	1.05	0.91	1.22	0.4664121	193	21358	2574	300383	1259	atorvastatin calcium	hypertension	41	82.2	1.18	0.86	1.59	0.2576019	48	3317	709	58033	1259	atorvastatin calcium	hypertension	1.13	0.62	1.91	0.5741262	15	1642	243	30080	1259	atorvastatin calcium	hypertension	1.27	0.88	1.77	0.1600817	38	2090	546	38018	1259	atorvastatin calcium	hypertension	0.22	1.24607673058738	0.14	0.1251952	-0.02	0	2.995921e-12	-0.6	0.08	2.337125e-15	8726728	161	161	80
2203	avelumab	0	0	280.77	1	0	3	75271	8789065	2203	avelumab	hypertension	0	0	4234.84	1	0	1	2767	321740	2203	avelumab	hypertension	41	82.2	0	0	Inf	1	0	0	757	61350	2203	avelumab	hypertension	0	0	Inf	1	0	0	258	31722	2203	avelumab	hypertension	0	0	Inf	1	0	0	584	40108	2203	avelumab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
1968	azilsartan kamedoxomil	0.75	0.24	1.75	0.6959621	5	782	75266	8788286	1968	azilsartan kamedoxomil	hypertension	0.63	0.08	2.31	0.7757048	2	367	2765	321374	1968	azilsartan kamedoxomil	hypertension	41	82.2	0	0	3.93	1	0	78	757	61272	1968	azilsartan kamedoxomil	hypertension	0	0	15.62	1	0	31	258	31691	1968	azilsartan kamedoxomil	hypertension	0	0	4.6	1	0	57	584	40051	1968	azilsartan kamedoxomil	hypertension	-11.16	1.42322505935799e-05	154.3	0.9423326	-0.02	0	3.543218e-12	-0.6	0.08	2.175205e-15	8726728	161	161	80
1034	benazepril	1.03	0.9	1.18	0.6305722	221	25018	75050	8764050	1034	benazepril	hypertension	0.89	0.65	1.2	0.5193481	45	5846	2722	315895	1034	benazepril	hypertension	41	82.2	0.96	0.49	1.7	1	12	1009	745	60341	1034	benazepril	hypertension	1.18	0.38	2.8	0.62181	5	524	253	31198	1034	benazepril	hypertension	0.8	0.32	1.67	0.7294737	7	598	577	39510	1034	benazepril	hypertension	-0.07	0.932393819905948	0.29	0.8059168	-0.02	0	3.584234e-12	-0.6	0.08	2.302207e-15	8726728	161	161	80
365	bendroflumethiazide	0.12	0.05	0.23	1.818111e-21	9	8760	75262	8780308	365	bendroflumethiazide	hypertension	0.24	0.08	0.56	8.11891e-05	5	2395	2762	319346	365	bendroflumethiazide	hypertension	41	82.2	0	0	0.96	0.03682238	0	314	757	61036	365	bendroflumethiazide	hypertension	0	0	3.22	0.6341026	0	143	258	31579	365	bendroflumethiazide	hypertension	0	0	1.1	0.08574854	0	232	584	39876	365	bendroflumethiazide	hypertension	-12.07	5.728825626433e-06	123.06	0.921872	-0.02	0	5.189382e-12	-0.6	0.08	1.994733e-15	8726728	161	161	80
360	benzthiazide	0	0	10.72	1	0	42	75271	8789026	360	benzthiazide	hypertension	0	0	46.36	1	0	11	2767	321730	360	benzthiazide	hypertension	41	82.2	0	0	Inf	1	0	0	757	61350	360	benzthiazide	hypertension	0	0	Inf	1	0	0	258	31722	360	benzthiazide	hypertension	0	0	Inf	1	0	0	584	40108	360	benzthiazide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
932	betaxolol	1.19	0.71	1.89	0.4359663	18	1760	75253	8787308	932	betaxolol	hypertension	0.67	0.08	2.45	1	2	346	2765	321395	932	betaxolol	hypertension	41	82.2	0	0	5.06	1	0	61	757	61289	932	betaxolol	hypertension	0	0	18.1	1	0	27	258	31695	932	betaxolol	hypertension	1.56	0.04	9.2	0.4784035	1	44	583	40064	932	betaxolol	hypertension	0.22	1.24607673058738	1.01	0.8304213	-0.02	0	3.510554e-12	-0.6	0.08	2.269386e-15	8726728	161	161	80
1062	bisoprolol fumarate	0.48	0.38	0.59	3.003303e-14	82	20116	75189	8768952	1062	bisoprolol fumarate	hypertension	0.49	0.29	0.76	0.0006036871	19	4519	2748	317222	1062	bisoprolol fumarate	hypertension	41	82.2	0.87	0.24	2.26	1	4	371	753	60979	1062	bisoprolol fumarate	hypertension	0.58	0.01	3.32	1	1	210	257	31512	1062	bisoprolol fumarate	hypertension	1.16	0.31	3.03	0.7811956	4	237	580	39871	1062	bisoprolol fumarate	hypertension	0.03	1.03045453395352	0.45	0.9402334	-0.02	0	3.555346e-12	-0.6	0.08	2.253389e-15	8726728	161	161	80
762	bumetanide	0.77	0.6	0.97	0.0237704	74	11210	75197	8777858	762	bumetanide	hypertension	0.77	0.31	1.59	0.6161239	7	1059	2760	320682	762	bumetanide	hypertension	41	82.2	1.41	0.38	3.66	0.3778723	4	231	753	61119	762	bumetanide	hypertension	0	0	3.76	0.6299117	0	123	258	31599	762	bumetanide	hypertension	1.85	0.5	4.86	0.1783715	4	149	580	39959	762	bumetanide	hypertension	0.29	1.33642748802547	0.51	0.5611844	-0.02	0	3.340008e-12	-0.6	0.08	2.262542e-15	8726728	161	161	80
1198	butenafine	0.56	0.12	1.65	0.5073428	3	624	75268	8788444	1198	butenafine	hypertension	0	0	8.73	1	0	51	2767	321690	1198	butenafine	hypertension	41	82.2	0	0	195.57	1	0	3	757	61347	1198	butenafine	hypertension	0	0	Inf	1	0	0	258	31722	1198	butenafine	hypertension	0	0	166.02	1	0	3	584	40105	1198	butenafine	hypertension	-8.2	0.000274653569972143	187.43	0.9651024	-0.02	0	3.581466e-12	-0.6	0.08	2.248394e-15	8726728	161	161	80
779	calcifediol	0	0	2.3	0.4170018	0	189	75271	8788879	779	calcifediol	hypertension	0	0	10.68	1	0	42	2767	321699	779	calcifediol	hypertension	41	82.2	0	0	88.61	1	0	5	757	61345	779	calcifediol	hypertension	0	0	296.43	1	0	3	258	31719	779	calcifediol	hypertension	0	0	166.02	1	0	3	584	40105	779	calcifediol	hypertension	-7.98	0.000342239422515039	131.42	0.9515768	-0.02	0	3.582573e-12	-0.6	0.08	2.265679e-15	8726728	161	161	80
735	calcitriol	1.07	0.87	1.29	0.4823836	107	11705	75164	8777363	735	calcitriol	hypertension	0.94	0.45	1.74	1	10	1234	2757	320507	735	calcitriol	hypertension	41	82.2	1.2	0.32	3.13	0.5805616	4	270	753	61080	735	calcitriol	hypertension	0.8	0.02	4.55	1	1	154	257	31568	735	calcitriol	hypertension	1.15	0.23	3.42	0.7490563	3	180	581	39928	735	calcitriol	hypertension	-0.02	0.980198673306755	0.5	0.9664597	-0.02	0	3.571854e-12	-0.6	0.08	2.260385e-15	8726728	161	161	80
1302	candesartan cilexetil	0.82	0.7	0.95	0.008714839	175	24845	75096	8764223	1302	candesartan cilexetil	hypertension	0.79	0.59	1.04	0.09010567	52	7633	2715	314108	1302	candesartan cilexetil	hypertension	41	82.2	1.9	1.11	3.04	0.01311539	18	777	739	60573	1302	candesartan cilexetil	hypertension	1.29	0.35	3.37	0.5590579	4	383	254	31339	1302	candesartan cilexetil	hypertension	1.97	1.09	3.3	0.01644479	15	530	569	39578	1302	candesartan cilexetil	hypertension	0.6	1.82211880039051	0.23	0.0103475	-0.02	0	2.673178e-12	-0.6	0.08	2.435133e-15	8726728	161	161	80
784	captopril	1.18	0.96	1.43	0.09584006	103	10201	75168	8778867	784	captopril	hypertension	2.57	1.94	3.34	6.55498e-10	58	2662	2709	319079	784	captopril	hypertension	41	82.2	1.03	0.28	2.66	0.7989176	4	316	753	61034	784	captopril	hypertension	0	0	3.03	0.638438	0	152	258	31570	784	captopril	hypertension	1.21	0.33	3.16	0.5776738	4	227	580	39881	784	captopril	hypertension	-0.21	0.810584245970187	0.5	0.6708135	-0.02	0	3.332809e-12	-0.6	0.08	2.21935e-15	8726728	161	161	80
1141	carvedilol	0.79	0.72	0.86	7.281413e-08	484	71609	74787	8717459	1141	carvedilol	hypertension	0.82	0.66	1.02	0.07833332	86	12075	2681	309666	1141	carvedilol	hypertension	41	82.2	0.79	0.52	1.16	0.2500614	27	2746	730	58604	1141	carvedilol	hypertension	0.49	0.2	1.03	0.06883351	7	1705	251	30017	1141	carvedilol	hypertension	1.05	0.66	1.6	0.7426176	23	1503	561	38605	1141	carvedilol	hypertension	-0.16	0.852143788966211	0.19	0.3923576	-0.02	0	4.109185e-12	-0.59	0.08	3.042841e-15	8726728	161	161	80
1580	carvedilol phosphate	0.68	0.39	1.11	0.1446629	16	2739	75255	8786329	1580	carvedilol phosphate	hypertension	0.29	0.04	1.07	0.07673989	2	787	2765	320954	1580	carvedilol phosphate	hypertension	41	82.2	0	0	4.98	1	0	62	757	61288	1580	carvedilol phosphate	hypertension	0	0	16.77	1	0	29	258	31693	1580	carvedilol phosphate	hypertension	0	0	6.83	1	0	39	584	40069	1580	carvedilol phosphate	hypertension	-11.07	1.55725625987433e-05	175.46	0.9496748	-0.02	0	3.698378e-12	-0.6	0.08	2.260025e-15	8726728	161	161	80
1838	cefuroxime	0.56	0.38	0.79	0.0004049042	32	6677	75239	8782391	1838	cefuroxime	hypertension	0	0	1.11	0.0866369	0	388	2767	321353	1838	cefuroxime	hypertension	41	82.2	0	0	4.46	1	0	69	757	61281	1838	cefuroxime	hypertension	0	0	13.74	1	0	35	258	31687	1838	cefuroxime	hypertension	0	0	5.62	1	0	47	584	40061	1838	cefuroxime	hypertension	-11.14	1.45197611271668e-05	159.22	0.9442366	-0.02	0	3.457372e-12	-0.6	0.08	2.231356e-15	8726728	161	161	80
1784	cefuroxime axetil	1.2	0.82	1.71	0.2769461	31	3005	75240	8786063	1784	cefuroxime axetil	hypertension	0	0	3.48	0.6313486	0	125	2767	321616	1784	cefuroxime axetil	hypertension	41	82.2	0	0	12.37	1	0	26	757	61324	1784	cefuroxime axetil	hypertension	0	0	44.5	1	0	12	258	31710	1784	cefuroxime axetil	hypertension	0	0	15.66	1	0	18	584	40090	1784	cefuroxime axetil	hypertension	-10.15	3.90760816757081e-05	159.94	0.9494039	-0.02	0	3.526287e-12	-0.6	0.08	2.242298e-15	8726728	161	161	80
287	chlorothiazide	0.94	0.34	2.06	1	6	743	75265	8788325	287	chlorothiazide	hypertension	0	0	5.35	1	0	82	2767	321659	287	chlorothiazide	hypertension	41	82.2	0	0	68.93	1	0	6	757	61344	287	chlorothiazide	hypertension	0	0	296.43	1	0	3	258	31719	287	chlorothiazide	hypertension	0	0	58.49	1	0	6	584	40102	287	chlorothiazide	hypertension	-9.43	8.02791999364078e-05	176.95	0.9575029	-0.02	0	3.425791e-12	-0.6	0.08	2.244023e-15	8726728	161	161	80
374	chlorthalidone	1.01	0.75	1.34	0.8851262	49	5647	75222	8783421	374	chlorthalidone	hypertension	0.73	0.36	1.3	0.3624888	11	1759	2756	319982	374	chlorthalidone	hypertension	41	82.2	1.24	0.45	2.73	0.4940417	6	393	751	60957	374	chlorthalidone	hypertension	1.16	0.14	4.29	0.6922203	2	212	256	31510	374	chlorthalidone	hypertension	1.13	0.3	2.95	0.7839633	4	243	580	39865	374	chlorthalidone	hypertension	0.12	1.12749685157938	0.41	0.7693483	-0.02	0	3.588789e-12	-0.6	0.08	2.243583e-15	8726728	161	161	80
1308	cilostazol	0.61	0.44	0.83	0.0007404746	43	8200	75228	8780868	1308	cilostazol	hypertension	0.56	0.2	1.22	0.1666596	6	1251	2761	320490	1308	cilostazol	hypertension	41	82.2	0	0	1.39	0.1204741	0	216	757	61134	1308	cilostazol	hypertension	0	0	2.8	0.6460649	0	164	258	31558	1308	cilostazol	hypertension	0	0	2.53	0.4094747	0	102	584	40006	1308	cilostazol	hypertension	-11.92	6.65594578340917e-06	146.01	0.9349083	-0.02	0	4.596466e-12	-0.59	0.08	2.958778e-15	8726728	161	161	80
1770	clavulanate potassium	0.62	0.43	0.86	0.002596935	35	6619	75236	8782449	1770	clavulanate potassium	hypertension	0.35	0.01	1.95	0.540668	1	334	2766	321407	1770	clavulanate potassium	hypertension	41	82.2	2.46	0.06	14.73	0.3410263	1	33	756	61317	1770	clavulanate potassium	hypertension	5.36	0.13	33.25	0.1767345	1	23	257	31699	1770	clavulanate potassium	hypertension	0	0	15.66	1	0	18	584	40090	1770	clavulanate potassium	hypertension	0.76	2.13827622049682	1.02	0.4561082	-0.02	0	3.67474e-12	-0.6	0.08	2.173399e-15	8726728	161	161	80
1608	clevidipine	0	0	2.08	0.4306064	0	209	75271	8788859	1608	clevidipine	hypertension	0	0	10.18	1	0	44	2767	321697	1608	clevidipine	hypertension	41	82.2	0	0	3012	1	0	1	757	61349	1608	clevidipine	hypertension	0	0	4461.02	1	0	1	258	31721	1608	clevidipine	hypertension	0	0	Inf	1	0	0	584	40108	1608	clevidipine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
604	clonidine	0.86	0.76	0.97	0.01395191	274	37106	74997	8751962	604	clonidine	hypertension	1.01	0.78	1.28	0.9506159	68	7851	2699	313890	604	clonidine	hypertension	41	82.2	1.15	0.68	1.84	0.5199905	18	1269	739	60081	604	clonidine	hypertension	1.67	0.66	3.52	0.2083412	7	520	251	31202	604	clonidine	hypertension	0.91	0.48	1.57	0.8922643	13	982	571	39126	604	clonidine	hypertension	0.03	1.03045453395352	0.23	0.8888256	-0.02	0	3.771625e-12	-0.6	0.08	2.365797e-15	8726728	161	161	80
1303	clopidogrel bisulfate	0.63	0.58	0.68	5.622118e-32	566	104410	74705	8684658	1303	clopidogrel bisulfate	hypertension	0.8	0.63	1	0.05287816	77	11123	2690	310618	1303	clopidogrel bisulfate	hypertension	41	82.2	0.66	0.37	1.09	0.1299182	15	1830	742	59520	1303	clopidogrel bisulfate	hypertension	0.29	0.06	0.87	0.02107591	3	1227	255	30495	1303	clopidogrel bisulfate	hypertension	1.12	0.62	1.87	0.6754484	15	924	569	39184	1303	clopidogrel bisulfate	hypertension	-0.19	0.826959133943362	0.24	0.4309224	-0.02	0	5.49393e-12	-0.59	0.08	3.157313e-15	8726728	161	161	80
164	cryptenamine acetates	0	0	4251.42	1	0	1	75271	8789067	164	cryptenamine acetates	hypertension	0	0	4234.84	1	0	1	2767	321740	164	cryptenamine acetates	hypertension	41	82.2	0	0	Inf	1	0	0	757	61350	164	cryptenamine acetates	hypertension	0	0	Inf	1	0	0	258	31722	164	cryptenamine acetates	hypertension	0	0	Inf	1	0	0	584	40108	164	cryptenamine acetates	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
193	cryptenamine tannates	0	0	4251.42	1	0	1	75271	8789067	193	cryptenamine tannates	hypertension	0	0	4234.84	1	0	1	2767	321740	193	cryptenamine tannates	hypertension	41	82.2	0	0	Inf	1	0	0	757	61350	193	cryptenamine tannates	hypertension	0	0	Inf	1	0	0	258	31722	193	cryptenamine tannates	hypertension	0	0	Inf	1	0	0	584	40108	193	cryptenamine tannates	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
57	cyanocobalamin	1.27	1.07	1.49	0.005764572	146	13466	75125	8775602	57	cyanocobalamin	hypertension	1.34	0.75	2.23	0.229583	15	1300	2752	320441	57	cyanocobalamin	hypertension	41	82.2	1.1	0.22	3.27	0.7559457	3	221	754	61129	57	cyanocobalamin	hypertension	2.52	0.3	9.45	0.1932387	2	98	256	31624	57	cyanocobalamin	hypertension	0.45	0.01	2.58	0.7292135	1	151	583	39957	57	cyanocobalamin	hypertension	0.04	1.04081077419239	0.58	0.950058	-0.02	0	3.552449e-12	-0.6	0.08	2.264906e-15	8726728	161	161	80
428	cyclothiazide	0	0	177.39	1	0	4	75271	8789064	428	cyclothiazide	hypertension	0	0	4234.84	1	0	1	2767	321740	428	cyclothiazide	hypertension	41	82.2	0	0	Inf	1	0	0	757	61350	428	cyclothiazide	hypertension	0	0	Inf	1	0	0	258	31722	428	cyclothiazide	hypertension	0	0	Inf	1	0	0	584	40108	428	cyclothiazide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
676	difenoxin	0	0	14.26	1	0	32	75271	8789036	676	difenoxin	hypertension	0	0	126.53	1	0	5	2767	321736	676	difenoxin	hypertension	41	82.2	0	0	3012	1	0	1	757	61349	676	difenoxin	hypertension	0	0	4461.02	1	0	1	258	31721	676	difenoxin	hypertension	0	0	2570.89	1	0	1	584	40107	676	difenoxin	hypertension	-7.33	0.000655573587125696	136.59	0.9572143	-0.02	0	3.529629e-12	-0.6	0.08	2.260559e-15	8726728	161	161	80
1850	digitoxin	0.05	0	0.29	3.083482e-07	1	2217	75270	8786851	1850	digitoxin	hypertension	0	0	0.61	0.005844185	0	704	2767	321037	1850	digitoxin	hypertension	41	82.2	0	0	6.78	1	0	46	757	61304	1850	digitoxin	hypertension	0	0	12.6	1	0	38	258	31684	1850	digitoxin	hypertension	0	0	13.94	1	0	20	584	40088	1850	digitoxin	hypertension	-10.79	2.06045218288883e-05	190.06	0.9547163	-0.02	0	4.007797e-12	-0.6	0.08	2.419485e-15	8726728	161	161	80
824	diltiazem	1.08	0.99	1.18	0.06901134	519	55912	74752	8733156	824	diltiazem	hypertension	1.33	1.08	1.62	0.007391944	101	8912	2666	312829	824	diltiazem	hypertension	41	82.2	1.75	1.19	2.49	0.003533238	33	1560	724	59790	824	diltiazem	hypertension	1.58	0.71	3.06	0.1981248	9	710	249	31012	824	diltiazem	hypertension	1.76	1.16	2.57	0.00590702	29	1157	555	38951	824	diltiazem	hypertension	0.6	1.82211880039051	0.17	0.0003809766	-0.02	0	1.233869e-12	-0.59	0.08	3.780427e-15	8726728	161	161	80
